id_oferta,empresa,ciudad,país,cargo,lenguaje,framework,nivel_seniority,salario_anual_usd,modalidad,fecha_publicación,fecha_publicación_year,fecha_publicación_month,fecha_publicación_quarter,source
JOB-100447,Vertex AI,Cartagena,Colombia,Data Scientist,Python,React,Senior,18777.0,Presencial,2024-05-08,2024.0,5.0,2.0,jobs
JOB-100448,DevOpsLab,Buenos Aires,Argentina,ML Engineer,Scala,FastAPI,Junior,17051.0,Presencial,,,,,jobs
JOB-100449,Orion Cloud,Barcelona,España,Data Scientist,Java,Django,Mid,44042.0,Presencial,2023-08-06,2023.0,8.0,3.0,jobs
JOB-100450,IA Factory,Concepción,Chile,Backend Developer,TypeScript,Spring,Junior,11615.0,Presencial,2025-01-05,2025.0,1.0,1.0,jobs
JOB-100451,GreenBit,Buenos Aires,Argentina,Cybersecurity Analyst,Python,FastAPI,Junior,14.557,Remoto,,,,,jobs
JOB-100452,SoftSmart,Guadalajara,México,Cybersecurity Analyst,PHP,.NET,Senior,21464.0,Híbrido,,,,,jobs
JOB-100453,IA Factory,Guadalajara,México,MLOps Engineer,C#,FastAPI,Junior,14166.0,Presencial,,,,,jobs
JOB-100454,Orion Cloud,Rosario,Argentina,BI Developer,Kotlin,FastAPI,Mid,17828.0,Presencial,,,,,jobs
JOB-100455,Vertex AI,Cali,Colombia,Data Engineer,R,Flask,Mid,10846.0,Híbrido,,,,,jobs
JOB-100456,DataNova,Sevilla,España,Data Scientist,Kotlin,Node.js,Senior,58641.0,Remoto,,,,,jobs
JOB-100457,DevOpsLab,Arequipa,Perú,MLOps Engineer,PHP,Spark,Mid,23135.0,Híbrido,,,,,jobs
JOB-100458,BluePixel,Seattle,USA,Data Analyst,JavaScript,Django,Senior,76664.0,Híbrido,,,,,jobs
JOB-100459,Lambda Solutions,Seattle,USA,MLOps Engineer,Kotlin,Flask,Mid,90.576,Remoto,,,,,jobs
JOB-100460,DataNova,puebla,México,Frontend Developer,PHP,Angular,Mid,18.842,Remoto,2022-02-05,2022.0,2.0,1.0,jobs
JOB-100461,NeoTech,Bucaramanga,Colombia,Backend Developer,Python,.NET,Mid,12008.0,Remoto,,,,,jobs
JOB-100462,DevOpsLab,Rosario,Argentina,DevOps Engineer,C#,Django,Senior,26550.0,Presencial,2023-03-01,2023.0,3.0,1.0,jobs
JOB-100463,CodeWorks,Bogotá,Colombia,Data Analyst,Python,Spring,Junior,7.651,Remoto,2024-06-08,2024.0,6.0,2.0,jobs
JOB-100464,SoftSmart,New York,USA,BI Developer,PHP,Spark,Junior,65253.0,Híbrido,,,,,jobs
JOB-100465,NeoTech,guadalajara,México,Cloud Architect,Python,Spark,Senior,27940.0,Híbrido,,,,,jobs
JOB-100466,CodeWorks,Córdoba,Argentina,Cloud Architect,Swift,Laravel,Junior,18581.0,Presencial,,,,,jobs
JOB-100467,DevOpsLab,Madrid,España,Cloud Architect,JavaScript,.NET,Junior,30840.0,Híbrido,,,,,jobs
JOB-100468,GreenBit,Monterrey,México,Fullstack Developer,Kotlin,Laravel,Senior,22039.0,Híbrido,,,,,jobs
JOB-100469,Lambda Solutions,Cusco,Perú,Fullstack Developer,Scala,Vue,Mid,18258.0,Híbrido,,,,,jobs
JOB-100470,CodeWorks,Córdoba,Argentina,ML Engineer,R,Flask,Senior,26991.0,Presencial,,,,,jobs
JOB-100471,DevOpsLab,Valparaíso,Chile,Data Analyst,R,Angular,Junior,21.636,Remoto,,,,,jobs
JOB-100472,RocketSoft,Valencia,España,Data Engineer,Go,React,Junior,30939.0,Remoto,,,,,jobs
JOB-100473,Atlas Systems,Sevilla,España,Cloud Architect,Scala,Node.js,Mid,34.455,Presencial,,,,,jobs
JOB-100474,DevOpsLab,Miami,USA,Fullstack Developer,Scala,.NET,Junior,78173.0,Remoto,,,,,jobs
JOB-100475,CodeWorks,Madrid,España,Backend Developer,Kotlin,Laravel,Mid,31277.0,Presencial,,,,,jobs
JOB-100476,CyberShield,san francisco,USA,MLOps Engineer,JavaScript,Vue,Mid,106685.0,Híbrido,,,,,jobs
JOB-100477,CodeWorks,Lima,Perú,Backend Developer,JavaScript,Laravel,Mid,21192.0,Remoto,,,,,jobs
JOB-100478,Lambda Solutions,Sevilla,España,MLOps Engineer,Python,.NET,Junior,25026.0,Híbrido,,,,,jobs
JOB-100479,QuantumWare,Córdoba,Argentina,ML Engineer,JavaScript,FastAPI,Mid,21.263,Presencial,,,,,jobs
JOB-100480,CyberShield,Rosario,Argentina,Fullstack Developer,R,Flask,Junior,13620.0,Híbrido,,,,,jobs
JOB-100481,DataNova,Seattle,USA,Fullstack Developer,C#,FastAPI,Junior,88217.0,Híbrido,,,,,jobs
JOB-100482,IA Factory,Austin,USA,Fullstack Developer,C#,Laravel,Junior,86306.0,Presencial,,,,,jobs
JOB-100483,SoftSmart,concepción,Chile,Cybersecurity Analyst,Java,React,Senior,33791.0,Presencial,,,,,jobs
JOB-100484,SoftSmart,New York,USA,MLOps Engineer,TypeScript,Spark,Junior,87342.0,Híbrido,,,,,jobs
JOB-100485,Vertex AI,cartagena,Colombia,Data Engineer,TypeScript,Vue,Junior,8979.0,Remoto,,,,,jobs
JOB-100486,Atlas Systems,Córdoba,Argentina,BI Developer,Swift,Node.js,Senior,,Remoto,,,,,jobs
JOB-100487,Atlas Systems,Cusco,Perú,Cybersecurity Analyst,JavaScript,.NET,Mid,16.464,Remoto,,,,,jobs
JOB-100488,Vertex AI,miami,USA,Cybersecurity Analyst,JavaScript,Node.js,Mid,92992.0,Remoto,,,,,jobs
JOB-100489,CyberShield,Santiago,Chile,ML Engineer,Go,Vue,Senior,33302.0,Híbrido,,,,,jobs
JOB-100490,NeoTech,Monterrey,México,DevOps Engineer,JavaScript,React,Junior,14733.0,Híbrido,,,,,jobs
JOB-100491,RocketSoft,Rosario,Argentina,Data Scientist,C#,Spark,Junior,14.523,Presencial,2023-06-01,2023.0,6.0,2.0,jobs
JOB-100492,CloudForge,Barranquilla,Colombia,Fullstack Developer,Java,Node.js,Senior,18727.0,Presencial,2024-04-07,2024.0,4.0,2.0,jobs
JOB-100493,IA Factory,Sevilla,España,Frontend Developer,R,Node.js,Junior,35055.0,Híbrido,2022-08-09,2022.0,8.0,3.0,jobs
JOB-100494,CodeWorks,Bogotá,Colombia,Frontend Developer,Swift,Django,Mid,11107.0,Presencial,2024-08-04,2024.0,8.0,3.0,jobs
JOB-100495,SoftSmart,Medellín,Colombia,DevOps Engineer,Go,Spark,Mid,9.431,Presencial,,,,,jobs
JOB-100496,GreenBit,???,USA,Data Analyst,Swift,Spark,Mid,105.315,Presencial,2023-08-11,2023.0,8.0,3.0,jobs
JOB-100497,GreenBit,bogotá,Colombia,Data Engineer,R,Flask,Junior,11239.0,Híbrido,,,,,jobs
JOB-100498,RocketSoft,Rosario,Argentina,Frontend Developer,C#,Flask,Senior,27.314,Remoto,,,,,jobs
JOB-100499,CloudForge,Madrid,España,Cloud Architect,R,Spring,Senior,42933.0,Presencial,,,,,jobs
JOB-100500,NeoTech,AUSTIN,USA,Data Scientist,C#,Laravel,Senior,,Híbrido,,,,,jobs
JOB-100501,Orion Cloud,Concepción,Chile,ML Engineer,Python,Spring,Junior,24574.0,Presencial,,,,,jobs
JOB-100502,CyberShield,MEDELLÍN,Colombia,DevOps Engineer,Java,Spark,Junior,7000.0,Remoto,,,,,jobs
JOB-100503,Orion Cloud,???,USA,MLOps Engineer,TypeScript,Vue,Junior,81448.0,Híbrido,,,,,jobs
JOB-100504,NeoTech,CDMX,México,BI Developer,Go,,Senior,24014.0,Remoto,,,,,jobs
JOB-100505,Orion Cloud,Sevilla,España,Fullstack Developer,Swift,FastAPI,Junior,26498.0,Híbrido,,,,,jobs
JOB-100506,SoftSmart,Seattle,USA,Data Engineer,Kotlin,Node.js,Senior,,Presencial,2025-01-09,2025.0,1.0,1.0,jobs
JOB-100507,GreenBit,New York,USA,MLOps Engineer,Scala,Angular,Senior,107.088,Híbrido,,,,,jobs
JOB-100508,BluePixel,Bucaramanga,Colombia,Backend Developer,PHP,Node.js,Mid,12.534,Híbrido,,,,,jobs
JOB-100509,RocketSoft,Arequipa,Perú,Data Scientist,JavaScript,Node.js,Mid,21545.0,Híbrido,2022-12-11,2022.0,12.0,4.0,jobs
JOB-100510,Vertex AI,New York,USA,Frontend Developer,Python,Spark,Junior,78.014,Híbrido,,,,,jobs
JOB-100511,Vertex AI,Rosario,Argentina,Cybersecurity Analyst,Java,Flask,Mid,17.371,Remoto,,,,,jobs
JOB-100512,DataNova,San Francisco,USA,Data Engineer,PHP,Flask,Mid,69644.0,Remoto,2022-11-02,2022.0,11.0,4.0,jobs
JOB-100513,SoftSmart,Concepción,Chile,Data Engineer,C#,React,Mid,20192.0,Remoto,,,,,jobs
JOB-100514,CloudForge,Puebla,México,Cybersecurity Analyst,Kotlin,Flask,Junior,10.422,Híbrido,2022-01-02,2022.0,1.0,1.0,jobs
JOB-100515,QuantumWare,???,USA,Backend Developer,Scala,.NET,Junior,94235.0,Remoto,,,,,jobs
JOB-100516,RocketSoft,Cordoba,Argentina,Cloud Architect,Python,Django,Senior,26952.0,Remoto,,,,,jobs
JOB-100517,QuantumWare,Buenos Aires,Argentina,ML Engineer,Java,Angular,Senior,23.61,Presencial,,,,,jobs
JOB-100518,CloudForge,Unknown,Argentina,ML Engineer,PHP,Django,Mid,16.105,Presencial,,,,,jobs
JOB-100519,RocketSoft,Guadalajara,México,Data Analyst,PHP,Angular,Senior,21165.0,Híbrido,,,,,jobs
JOB-100520,CloudForge,???,España,BI Developer,PHP,Flask,Mid,36085.0,Remoto,,,,,jobs
JOB-100521,Vertex AI,Barcelona,España,Backend Developer,R,Django,Junior,24551.0,Híbrido,,,,,jobs
JOB-100522,Orion Cloud,Buenos Aires,Argentina,ML Engineer,PHP,Django,Junior,20023.0,Presencial,,,,,jobs
JOB-100523,RocketSoft,Barcelona,España,Backend Developer,Swift,Spring,Junior,26991.0,Presencial,,,,,jobs
JOB-100524,IA Factory,Concepción,Chile,MLOps Engineer,Swift,Node.js,Mid,22.065,Presencial,,,,,jobs
JOB-100525,BluePixel,Concepción,Chile,Frontend Developer,Scala,React,Senior,36615.0,Presencial,,,,,jobs
JOB-100526,Vertex AI,Lima,Perú,Cloud Architect,Kotlin,,Junior,17533.0,Remoto,,,,,jobs
JOB-100527,DevOpsLab,Bogotá,Colombia,Frontend Developer,Java,Spring,Senior,20136.0,Híbrido,,,,,jobs
JOB-100528,IA Factory,SANTIAGO,Chile,Backend Developer,PHP,Spark,Mid,23170.0,Remoto,,,,,jobs
JOB-100529,CyberShield,Austin,USA,Data Scientist,JavaScript,Angular,Senior,,Remoto,,,,,jobs
JOB-100530,DataNova,Bucaramanga,Colombia,Data Scientist,Go,React,Mid,12268.0,Híbrido,,,,,jobs
JOB-100531,Orion Cloud,Unknown,España,Backend Developer,C#,Angular,Mid,41.02,Híbrido,2022-04-04,2022.0,4.0,2.0,jobs
JOB-100532,Orion Cloud,???,Chile,Fullstack Developer,Kotlin,Vue,Mid,25958.0,Presencial,,,,,jobs
JOB-100533,Vertex AI,Santiago,Chile,Cloud Architect,Scala,.NET,Junior,17168.0,Híbrido,2024-03-11,2024.0,3.0,1.0,jobs
JOB-100534,SoftSmart,Lima,Perú,MLOps Engineer,C#,Node.js,Senior,20436.0,Presencial,,,,,jobs
JOB-100535,SoftSmart,San Francisco,USA,Fullstack Developer,R,Django,Mid,97503.0,Presencial,,,,,jobs
JOB-100536,CyberShield,Cusco,Perú,MLOps Engineer,R,FastAPI,Mid,14804.0,Remoto,,,,,jobs
JOB-100537,DevOpsLab,córdoba,Argentina,Fullstack Developer,C#,Spark,Mid,24.089,Presencial,,,,,jobs
JOB-100538,SoftSmart,lima,Perú,Cloud Architect,Scala,Vue,Mid,18107.0,Híbrido,,,,,jobs
JOB-100539,SoftSmart,Santiago,Chile,Frontend Developer,Scala,Laravel,Junior,16921.0,Remoto,,,,,jobs
JOB-100540,IA Factory,Concepción,Chile,Data Engineer,Go,Spring,Mid,23793.0,Presencial,,,,,jobs
JOB-100541,CloudForge,Buenos Aires,Argentina,Frontend Developer,Go,Flask,Mid,18478.0,Híbrido,,,,,jobs
JOB-100542,GreenBit,New York,USA,Data Analyst,C#,Django,Junior,74503.0,Remoto,2023-07-04,2023.0,7.0,3.0,jobs
JOB-100543,Lambda Solutions,Buenos Aires,Argentina,DevOps Engineer,R,Spark,Senior,31972.0,Presencial,,,,,jobs
JOB-100544,RocketSoft,CDMX,México,Frontend Developer,JavaScript,.NET,Mid,14.1,Presencial,,,,,jobs
JOB-100545,Vertex AI,Sevilla,España,DevOps Engineer,Python,Django,Mid,27354.0,Híbrido,,,,,jobs
JOB-100546,SoftSmart,Bucaramanga,Colombia,ML Engineer,Scala,.NET,Senior,17651.0,Híbrido,,,,,jobs
JOB-100547,DevOpsLab,Cali,Colombia,Data Scientist,Scala,Flask,Mid,11680.0,Remoto,,,,,jobs
JOB-100548,BluePixel,Rosario,Argentina,Data Scientist,PHP,Spring,Senior,28685.0,Remoto,,,,,jobs
JOB-100549,Orion Cloud,Buenos Aires,Argentina,DevOps Engineer,Java,.NET,Junior,17066.0,Híbrido,,,,,jobs
JOB-100550,CodeWorks,Puebla,México,MLOps Engineer,Kotlin,Angular,Junior,14008.0,Híbrido,2022-09-11,2022.0,9.0,3.0,jobs
JOB-100551,Atlas Systems,Buenos Aires,Argentina,Backend Developer,Java,Vue,Junior,17919.0,Presencial,,,,,jobs
JOB-100552,CloudForge,Concepción,Chile,Data Analyst,Java,.NET,Mid,21.651,Híbrido,,,,,jobs
JOB-100553,DataNova,Bogotá,Colombia,ML Engineer,Swift,React,Senior,16962.0,Remoto,,,,,jobs
JOB-100554,NeoTech,Cartagena,Colombia,Fullstack Developer,Python,Laravel,Senior,14706.0,Híbrido,,,,,jobs
JOB-100555,CyberShield,Monterrey,México,DevOps Engineer,Java,Laravel,Senior,20.928,Remoto,,,,,jobs
JOB-100556,Orion Cloud,Miami,USA,BI Developer,PHP,Angular,Senior,,Híbrido,,,,,jobs
JOB-100557,Lambda Solutions,Austin,USA,Cybersecurity Analyst,Swift,Angular,Senior,,Híbrido,2025-03-05,2025.0,3.0,1.0,jobs
JOB-100558,Orion Cloud,Concepcion,Chile,Frontend Developer,TypeScript,React,Junior,14174.0,Remoto,,,,,jobs
JOB-100559,IA Factory,???,Argentina,Fullstack Developer,Go,Laravel,Junior,13.307,Remoto,,,,,jobs
JOB-100560,GreenBit,???,España,Data Scientist,C#,.NET,Mid,39664.0,Presencial,,,,,jobs
JOB-100561,QuantumWare,Monterrey,México,Cybersecurity Analyst,R,React,Mid,20889.0,Remoto,,,,,jobs
JOB-100562,CloudForge,Arequipa,Perú,Data Engineer,Swift,Spring,Mid,16201.0,Híbrido,,,,,jobs
JOB-100563,IA Factory,Medellín,Colombia,Cybersecurity Analyst,Scala,Spring,Junior,9335.0,Híbrido,,,,,jobs
JOB-100564,DevOpsLab,Arequipa,Perú,Data Engineer,Swift,React,Mid,14183.0,Remoto,,,,,jobs
JOB-100565,NeoTech,Cusco,Perú,DevOps Engineer,Kotlin,Django,Mid,24779.0,Remoto,,,,,jobs
JOB-100566,DataNova,Rosario,Argentina,BI Developer,Java,FastAPI,Senior,29995.0,Remoto,,,,,jobs
JOB-100567,CodeWorks,???,Perú,Fullstack Developer,TypeScript,Django,Junior,16332.0,Presencial,,,,,jobs
JOB-100568,DevOpsLab,???,Argentina,Cybersecurity Analyst,Kotlin,Angular,Mid,21974.0,Presencial,,,,,jobs
JOB-100569,SoftSmart,Cartagena,Colombia,Frontend Developer,TypeScript,Spark,Mid,13679.0,Remoto,,,,,jobs
JOB-100570,Atlas Systems,Córdoba,Argentina,MLOps Engineer,Go,.NET,Senior,30553.0,Remoto,,,,,jobs
JOB-100571,NeoTech,Guadalajara,México,Data Engineer,Scala,,Senior,23932.0,Presencial,,,,,jobs
JOB-100572,Orion Cloud,Lima,Perú,Cloud Architect,Python,Spark,Junior,16.007,Remoto,,,,,jobs
JOB-100573,RocketSoft,Buenos Aires,Argentina,Data Engineer,R,Vue,Junior,16189.0,Presencial,,,,,jobs
JOB-100574,RocketSoft,Santiago,Chile,DevOps Engineer,R,Django,Senior,41807.0,Remoto,,,,,jobs
JOB-100575,DataNova,Sevilla,España,Data Analyst,Python,.NET,Mid,33.807,Presencial,,,,,jobs
JOB-100576,QuantumWare,Barranquilla,Colombia,MLOps Engineer,Go,.NET,Senior,15436.0,Remoto,,,,,jobs
JOB-100577,CyberShield,Unknown,Colombia,Cloud Architect,R,Vue,Senior,18466.0,Híbrido,,,,,jobs
JOB-100578,Atlas Systems,Miami,USA,MLOps Engineer,Python,FastAPI,Junior,90587.0,Híbrido,,,,,jobs
JOB-100579,NeoTech,Barranquilla,Colombia,BI Developer,R,Laravel,Senior,17165.0,Presencial,,,,,jobs
JOB-100580,CodeWorks,Monterrey,México,Data Engineer,Go,Spark,Junior,12860.0,Remoto,2022-05-03,2022.0,5.0,2.0,jobs
JOB-100581,NeoTech,Valencia,España,Data Engineer,R,React,Senior,52250.0,Remoto,,,,,jobs
JOB-100582,QuantumWare,Cusco,Perú,Fullstack Developer,JavaScript,FastAPI,Junior,13323.0,Híbrido,,,,,jobs
JOB-100583,CodeWorks,Cusco,Perú,Data Analyst,JavaScript,Django,Mid,23.121,Híbrido,,,,,jobs
JOB-100584,DevOpsLab,Barranquilla,Colombia,Frontend Developer,Swift,Django,Senior,19064.0,Híbrido,2022-05-09,2022.0,5.0,2.0,jobs
JOB-100585,DevOpsLab,arequipa,Perú,Frontend Developer,C#,Django,Junior,17131.0,Híbrido,,,,,jobs
JOB-100586,DevOpsLab,Barcelona,España,ML Engineer,PHP,Spark,Mid,39.718,Híbrido,,,,,jobs
JOB-100587,Vertex AI,LIMA,Perú,ML Engineer,C#,Django,Senior,23.101,Remoto,,,,,jobs
JOB-100588,BluePixel,Buenos Aires,Argentina,MLOps Engineer,Kotlin,Vue,Junior,18.815,Remoto,,,,,jobs
JOB-100589,DataNova,Guadalajara,México,Data Analyst,Scala,.NET,Junior,17.972,Híbrido,,,,,jobs
JOB-100590,QuantumWare,Arequipa,Perú,Fullstack Developer,C#,React,Senior,27399.0,Presencial,2024-12-01,2024.0,12.0,4.0,jobs
JOB-100591,CloudForge,MADRID,España,Frontend Developer,R,Angular,Mid,37861.0,Híbrido,2023-02-08,2023.0,2.0,1.0,jobs
JOB-100592,RocketSoft,Barranquilla,Colombia,Frontend Developer,R,Laravel,Junior,11156.0,Híbrido,,,,,jobs
JOB-100593,CyberShield,Valparaíso,Chile,Backend Developer,Swift,Spark,Junior,18886.0,Híbrido,,,,,jobs
JOB-100594,CyberShield,Barcelona,España,Cybersecurity Analyst,Scala,Flask,Mid,42357.0,Híbrido,,,,,jobs
JOB-100595,BluePixel,Guadalajara,México,BI Developer,Kotlin,Laravel,Senior,22510.0,Híbrido,,,,,jobs
JOB-100596,RocketSoft,Unknown,Argentina,Fullstack Developer,C#,.NET,Junior,13671.0,Remoto,,,,,jobs
JOB-100597,SoftSmart,Sevilla,España,DevOps Engineer,PHP,Laravel,Senior,57.72,Híbrido,2022-09-08,2022.0,9.0,3.0,jobs
JOB-100598,CyberShield,Miami,USA,BI Developer,Kotlin,.NET,Senior,,Remoto,,,,,jobs
JOB-100599,QuantumWare,Rosario,Argentina,Fullstack Developer,Kotlin,FastAPI,Junior,20570.0,Remoto,,,,,jobs
JOB-100600,CloudForge,Rosario,Argentina,Backend Developer,C#,FastAPI,Mid,19159.0,Remoto,,,,,jobs
JOB-100601,CloudForge,Austin,USA,DevOps Engineer,JavaScript,Vue,Senior,,Híbrido,,,,,jobs
JOB-100602,CodeWorks,Cusco,Perú,Data Analyst,Kotlin,Node.js,Junior,11937.0,Híbrido,2024-01-07,2024.0,1.0,1.0,jobs
JOB-100603,Orion Cloud,San Francisco,USA,ML Engineer,JavaScript,FastAPI,Senior,95707.0,Presencial,,,,,jobs
JOB-100604,Vertex AI,Madrid,España,MLOps Engineer,Go,Vue,Junior,22.279,Remoto,,,,,jobs
JOB-100605,Orion Cloud,Austin,USA,Data Engineer,R,Spark,Senior,,Híbrido,,,,,jobs
JOB-100606,RocketSoft,Lima,Perú,BI Developer,PHP,.NET,Junior,11858.0,Presencial,,,,,jobs
JOB-100607,Lambda Solutions,Concepción,Chile,Cloud Architect,C#,.NET,Senior,40915.0,Remoto,,,,,jobs
JOB-100608,DataNova,Barcelona,España,Data Engineer,Go,Angular,Senior,64549.0,Presencial,2025-02-07,2025.0,2.0,1.0,jobs
JOB-100609,RocketSoft,CÓRDOBA,Argentina,BI Developer,JavaScript,React,Mid,19.143,Híbrido,,,,,jobs
JOB-100610,BluePixel,Cali,Colombia,Data Analyst,PHP,Laravel,Junior,11988.0,Híbrido,,,,,jobs
JOB-100611,BluePixel,new york,USA,Data Engineer,Scala,Vue,Mid,98237.0,Híbrido,,,,,jobs
JOB-100612,Lambda Solutions,Cartagena,Colombia,Data Scientist,Scala,Angular,Mid,14.024,Remoto,,,,,jobs
JOB-100613,Vertex AI,Córdoba,Argentina,Fullstack Developer,Java,Vue,Junior,15458.0,Híbrido,,,,,jobs
JOB-100614,CodeWorks,Santiago,Chile,Fullstack Developer,R,Laravel,Mid,28596.0,Remoto,,,,,jobs
JOB-100615,CyberShield,???,México,Backend Developer,C#,React,Junior,12362.0,Híbrido,,,,,jobs
JOB-100616,CodeWorks,Rosario,Argentina,Backend Developer,Scala,Spark,Junior,17.494,Remoto,,,,,jobs
JOB-100617,Vertex AI,Santiago,Chile,Data Analyst,Kotlin,Spring,Senior,32589.0,Presencial,,,,,jobs
JOB-100618,DevOpsLab,Buenos Aires,Argentina,Frontend Developer,C#,Laravel,Mid,19.608,Híbrido,,,,,jobs
JOB-100619,RocketSoft,Santiago,Chile,Cloud Architect,C#,React,Senior,38316.0,Presencial,,,,,jobs
JOB-100620,DevOpsLab,Valencia,España,Data Analyst,C#,Vue,Senior,54578.0,Híbrido,,,,,jobs
JOB-100621,QuantumWare,Miami,USA,Cloud Architect,Kotlin,Angular,Mid,93940.0,Híbrido,,,,,jobs
JOB-100622,Vertex AI,Madrid,España,MLOps Engineer,TypeScript,.NET,Junior,33.718,Presencial,,,,,jobs
JOB-100623,RocketSoft,New York,USA,Cloud Architect,TypeScript,Spark,Mid,106.445,Presencial,,,,,jobs
JOB-100624,SoftSmart,Bucaramanga,Colombia,Data Engineer,C#,React,Junior,7605.0,Remoto,,,,,jobs
JOB-100625,DataNova,Barranquilla,Colombia,DevOps Engineer,R,Django,Senior,18208.0,Híbrido,,,,,jobs
JOB-100626,IA Factory,Valparaíso,Chile,ML Engineer,Swift,.NET,Junior,22013.0,Remoto,,,,,jobs
JOB-100627,Vertex AI,Santiago,Chile,BI Developer,Java,Vue,Senior,31053.0,Remoto,,,,,jobs
JOB-100628,Lambda Solutions,CDMX,México,Backend Developer,Java,Django,Mid,19041.0,Híbrido,2025-06-09,2025.0,6.0,2.0,jobs
JOB-100629,BluePixel,Concepción,Chile,Data Engineer,Scala,React,Junior,16027.0,Remoto,,,,,jobs
JOB-100630,SoftSmart,Bogotá,Colombia,Fullstack Developer,Java,React,Mid,14590.0,Presencial,2024-01-12,2024.0,1.0,1.0,jobs
JOB-100631,CodeWorks,Rosario,Argentina,MLOps Engineer,Go,Laravel,Junior,15429.0,Remoto,,,,,jobs
JOB-100632,CloudForge,Miami,USA,DevOps Engineer,C#,Vue,Senior,,Híbrido,,,,,jobs
JOB-100633,CloudForge,Barranquilla,Colombia,Cloud Architect,Python,Node.js,Senior,19.817,Presencial,,,,,jobs
JOB-100634,DataNova,Valencia,España,ML Engineer,Python,Angular,Mid,37186.0,Presencial,,,,,jobs
JOB-100635,RocketSoft,Monterrey,México,Cloud Architect,R,Flask,Junior,15693.0,Presencial,,,,,jobs
JOB-100636,GreenBit,Arequipa,Perú,Data Engineer,C#,Flask,Senior,21240.0,Presencial,,,,,jobs
JOB-100637,DataNova,Madrid,España,DevOps Engineer,R,React,Senior,48.653,Híbrido,,,,,jobs
JOB-100638,IA Factory,Cali,Colombia,Data Engineer,Swift,Node.js,Senior,13291.0,Remoto,,,,,jobs
JOB-100639,IA Factory,Buenos Aires,Argentina,MLOps Engineer,Swift,Node.js,Junior,15500.0,Remoto,,,,,jobs
JOB-100640,Atlas Systems,ROSARIO,Argentina,Frontend Developer,TypeScript,Spark,Mid,23093.0,Presencial,,,,,jobs
JOB-100641,IA Factory,MONTERREY,México,BI Developer,C#,FastAPI,Junior,14.882,Híbrido,,,,,jobs
JOB-100642,Vertex AI,Monterrey,México,Data Scientist,R,Spark,Mid,20387.0,Híbrido,2022-04-10,2022.0,4.0,2.0,jobs
JOB-100643,Vertex AI,???,Chile,Data Engineer,Kotlin,Vue,Senior,29.612,Híbrido,,,,,jobs
JOB-100644,GreenBit,CDMX,México,ML Engineer,Java,Angular,Junior,12492.0,Híbrido,2025-10-05,2025.0,10.0,4.0,jobs
JOB-100645,Atlas Systems,Madrid,España,Fullstack Developer,Scala,Django,Senior,49484.0,Remoto,,,,,jobs
JOB-100646,CloudForge,Puebla,México,MLOps Engineer,TypeScript,.NET,Junior,15636.0,Híbrido,,,,,jobs
JOB-100647,CyberShield,New York,USA,DevOps Engineer,Scala,Node.js,Senior,,Híbrido,,,,,jobs
JOB-100648,NeoTech,Miami,USA,Data Scientist,Java,Laravel,Mid,94782.0,Híbrido,2023-06-07,2023.0,6.0,2.0,jobs
JOB-100649,BluePixel,CDMX,México,ML Engineer,TypeScript,Flask,Senior,27553.0,Presencial,2024-02-09,2024.0,2.0,1.0,jobs
JOB-100650,GreenBit,NEW YORK,USA,BI Developer,Kotlin,Spring,Junior,74274.0,Remoto,,,,,jobs
JOB-100651,DevOpsLab,Barcelona,España,Frontend Developer,Go,Flask,Senior,53028.0,Presencial,,,,,jobs
JOB-100652,DevOpsLab,Guadalajara,México,Cloud Architect,JavaScript,FastAPI,Mid,21523.0,Presencial,,,,,jobs
JOB-100653,CloudForge,Cusco,Perú,Cybersecurity Analyst,PHP,Laravel,Mid,16.417,Presencial,,,,,jobs
JOB-100654,Lambda Solutions,Bogotá,Colombia,Fullstack Developer,R,Django,Senior,17.26,Híbrido,,,,,jobs
JOB-100655,Atlas Systems,San Francisco,USA,Data Engineer,Java,Node.js,Mid,117970.0,Híbrido,,,,,jobs
JOB-100656,Lambda Solutions,New York,USA,Data Engineer,Swift,Flask,Senior,,Presencial,,,,,jobs
JOB-100657,DevOpsLab,Barcelona,España,Data Analyst,Go,Spark,Junior,33621.0,Remoto,,,,,jobs
JOB-100658,IA Factory,guadalajara,México,DevOps Engineer,Swift,Vue,Junior,13089.0,Presencial,,,,,jobs
JOB-100659,CodeWorks,Rosario,Argentina,Backend Developer,Python,,Junior,20695.0,Remoto,,,,,jobs
JOB-100660,Atlas Systems,Miami,USA,Data Scientist,C#,Spark,Mid,62942.0,Remoto,,,,,jobs
JOB-100661,Orion Cloud,Valparaíso,Chile,ML Engineer,TypeScript,Laravel,Senior,29.044,Presencial,,,,,jobs
JOB-100662,RocketSoft,Bucaramanga,Colombia,Data Engineer,R,Node.js,Senior,14144.0,Híbrido,,,,,jobs
JOB-100663,Lambda Solutions,Madrid,España,Backend Developer,Go,Spark,Mid,47232.0,Presencial,,,,,jobs
JOB-100664,SoftSmart,Valparaíso,Chile,DevOps Engineer,Java,.NET,Junior,21057.0,Presencial,2023-04-03,2023.0,4.0,2.0,jobs
JOB-100665,NeoTech,New York,USA,Fullstack Developer,Python,.NET,Mid,91261.0,Híbrido,,,,,jobs
JOB-100666,BluePixel,Puebla,México,Data Engineer,TypeScript,Spark,Senior,20354.0,Híbrido,,,,,jobs
