id_persona,edad,ciudad,país,lenguajes_dominio,frameworks_dominio,certificaciones,años_experiencia,nivel_educativo,área_trabajo_actual,salario_actual_usd,source
PER-90414,28.0,Córdoba,Argentina,Python|JavaScript|Swift,Flask,AWS CCP,2.0,Tecnólogo,DevOps,13402.0,profiles
PER-90415,40.0,???,México,Java|Swift,Flask,None|Scrum Master,5.0,Pregrado,DevOps,24988.0,profiles
PER-90416,25.0,Cartagea,Colombia,Python|Kotlin|Swift,Django|.NET,None,0.0,Técnico,Frontend,11727.0,profiles
PER-90417,37.0,Concepción,Chile,TypeScript|Go,Vue|Angular,Cisco CCNA,0.0,Pregrado,Backend,37.737,profiles
PER-90418,23.0,???,Perú,Python|Kotlin|TypeScript,Node.js|Laravel,AWS CCP|Azure Fundamentals,0.0,Tecnólogo,Frontend,27.565,profiles
PER-90419,29.0,Lima,Perú,Kotlin|PHP,Spring,Scrum Master,4.0,Autodidacta,DevOps,26.423,profiles
PER-90420,29.0,Puebla,México,Go|C#,Django,Scrum Master,6.0,Posgrado,IA,21239.0,profiles
PER-90421,28.0,Bogotá,Colombia,php|c#|r,React|Vue,Cisco CCNA|None,3.0,Posgrado,IA,9640.0,profiles
PER-90422,29.0,Arequipa,Perú,Kotlin|Scala,React|Vue,GCP ACE|Azure Fundamentals,0.0,Técnico,DevOps,13601.0,profiles
PER-90423,20.0,Austin,USA,R|Python,Flask,None|Cisco CCNA,1.0,Autodidacta,BI/Analytics,97211.0,profiles
PER-90424,37.0,Arequipa,Perú,Scala,Vue|FastAPI,Azure Fundamentals,0.0,Técnico,Frontend,25925.0,profiles
PER-90425,26.0,Santiago,Chile,C#|JavaScript|Go,.NET,Unknown,4.0,Pregrado,Backend,22716.0,profiles
PER-90426,30.0,???,Argentina,C#|Go,Flask,Azure Fundamentals,7.0,Autodidacta,IA,21627.0,profiles
PER-90427,25.0,Concepción,Chile,Go|PHP,.NET,Azure Fundamentals|AWS CCP,6.0,Pregrado,Cloud,31.337,profiles
PER-90428,21.0,Guadalajara,México,Go,Vue,Cisco CCNA,1.0,Autodidacta,Frontend,28722.0,profiles
PER-90429,24.0,Valparaíso,Chile,R|Java,React|FastAPI,GCP ACE,3.0,Técnico,Cloud,34464.0,profiles
PER-90430,22.0,AREQUIPA,Perú,Java,Vue|Angular,Azure Fundamentals|None,3.0,Posgrado,Ciberseguridad,15150.0,profiles
PER-90431,34.0,Santiago,Chile,Java,Vue|Flask,Unknown,3.0,Autodidacta,IA,29517.0,profiles
PER-90432,34.0,Madrid,España,R|Swift,Flask|Angular,GCP ACE,3.0,Autodidacta,Cloud,30.211,profiles
PER-90433,34.0,Concepción,Chile,Swift|JavaScript|PHP,React,None|AWS CCP,6.0,Autodidacta,IA,39583.0,profiles
PER-90434,32.0,Sevilla,España,Scala|PHP|Java,Angular,Cisco CCNA,4.0,Pregrado,Ciberseguridad,30575.0,profiles
PER-90435,21.0,Cusco,Perú,C#|Java|Scala,FastAPI,GCP ACE,4.0,Tecnólogo,Data Science,11.795,profiles
PER-90436,20.0,Cartagena,Colombia,Kotlin,Flask,Cisco CCNA,4.0,Autodidacta,Ciberseguridad,11691.0,profiles
PER-90437,18.0,BUENOS AIRES,Argentina,Kotlin|Java,.NET|React,GCP ACE,2.0,Autodidacta,Ciberseguridad,18627.0,profiles
PER-90438,42.0,Valencia,España,Kotlin|Go,Laravel,Scrum Master|Cisco CCNA,4.0,Posgrado,Cloud,31919.0,profiles
PER-90439,28.0,Puebla,México,C#,.NET,Azure Fundamentals|Cisco CCNA,2.0,Posgrado,DevOps,15918.0,profiles
PER-90440,20.0,Barcelona,España,Kotlin|JavaScript|Swift,Angular|Django,GCP ACE,0.0,Autodidacta,IA,33055.0,profiles
PER-90441,25.0,Barranquilla,Colombia,Java|Scala,Django,None|Cisco CCNA,4.0,Posgrado,Data Science,9545.0,profiles
PER-90442,31.0,Medellín,Colombia,python,Angular|Flask,Cisco CCNA,3.0,Tecnólogo,BI/Analytics,19091.0,profiles
PER-90443,24.0,Medellín,Colombia,R,Node.js|Vue,Cisco CCNA,3.0,Posgrado,IA,7000.0,profiles
PER-90444,28.0,Cusco,Perú,Scala|Python,Spring|Angular,Scrum Master|Cisco CCNA,5.0,Pregrado,BI/Analytics,13587.0,profiles
PER-90445,31.0,Rosario,Argentina,Java|Swift|Go,Laravel|React,Unknown,3.0,Pregrado,Frontend,22629.0,profiles
PER-90446,37.0,Santiago,Chile,Java|PHP|R,Django,Azure Fundamentals|Cisco CCNA,0.0,Tecnólogo,BI/Analytics,22.349,profiles
PER-90447,24.0,Valencia,España,Scala|Kotlin|Python,Spring|Vue,AWS CCP,5.0,Pregrado,IA,53129.0,profiles
PER-90448,35.0,???,Chile,JavaScript|Java,Laravel|Flask,Unknown,4.0,Técnico,Data Science,19384.0,profiles
PER-90449,29.0,Cartagena,Colombia,PHP|Java,Laravel|Flask,None|GCP ACE,3.0,Autodidacta,Ciberseguridad,14486.0,profiles
PER-90450,32.0,New York,USA,Java|Swift|JavaScript,Django,None|Scrum Master,3.0,Pregrado,DevOps,121593.0,profiles
PER-90451,28.0,Austin,USA,JavaScript|TypeScript|Java,Vue|Angular,AWS CCP|GCP ACE,0.0,Tecnólogo,IA,93213.0,profiles
PER-90452,36.0,Bogotá,Colombia,R|TypeScript,Vue,AWS CCP,2.0,Pregrado,BI/Analytics,13841.0,profiles
PER-90453,29.0,Valparaíso,Chile,C#|Java,FastAPI,GCP ACE|Cisco CCNA,4.0,Técnico,Data Science,17493.0,profiles
PER-90454,25.0,Córdoba,Argentina,Scala|Java,Vue,Unknown,3.0,Pregrado,IA,26027.0,profiles
PER-90455,22.0,Cusco,Perú,Go|JavaScript,FastAPI|Node.js,Scrum Master,0.0,Pregrado,Cloud,10539.0,profiles
PER-90456,23.0,Córdoba,Argentina,R|Python,Spark|Vue,Unknown,0.0,Posgrado,BI/Analytics,16.202,profiles
PER-90457,36.0,Concepción,Chile,PHP,.NET,None,3.0,Pregrado,Ciberseguridad,24290.0,profiles
PER-90458,27.0,Rosario,Argentina,Swift|Scala|Kotlin,React,AWS CCP,0.0,Posgrado,BI/Analytics,16273.0,profiles
PER-90459,21.0,New York,USA,Kotlin|C#,Spark|Node.js,Azure Fundamentals,1.0,Técnico,BI/Analytics,87868.0,profiles
PER-90460,33.0,???,Colombia,C#|Go,Flask,GCP ACE,2.0,Posgrado,Cloud,11785.0,profiles
PER-90461,36.0,SANTIAGO,Chile,Scala,Vue,Scrum Master,4.0,Tecnólogo,Ciberseguridad,28652.0,profiles
PER-90462,,Buenos Aires,Argentina,scala,Node.js,GCP ACE|Scrum Master,1.0,Posgrado,Backend,17551.0,profiles
PER-90463,32.0,Lima,Perú,python|swift|typescript,Flask|Django,GCP ACE,2.0,Posgrado,DevOps,19113.0,profiles
PER-90464,27.0,???,España,php,Flask|FastAPI,Azure Fundamentals,7.0,Autodidacta,IA,39819.0,profiles
PER-90465,24.0,Concepción,Chile,Kotlin,React|Angular,Azure Fundamentals,4.0,Autodidacta,Data Science,34816.0,profiles
PER-90466,33.0,Córdoba,Argentina,php|r,Spring|FastAPI,Scrum Master,2.0,Autodidacta,IA,15142.0,profiles
PER-90467,30.0,Sevilla,España,c#|kotlin,Spark|FastAPI,Azure Fundamentals|AWS CCP,5.0,Pregrado,Ciberseguridad,33555.0,profiles
PER-90468,19.0,New York,USA,C#|Swift,React|FastAPI,Scrum Master,2.0,Posgrado,Cloud,106803.0,profiles
PER-90469,18.0,Cali,Colombia,C#|PHP,Node.js,AWS CCP,0.0,Posgrado,Backend,11.861,profiles
PER-90470,21.0,Bucaramanga,Colombia,PHP|Scala,Spring,Cisco CCNA,4.0,Autodidacta,Data Science,18967.0,profiles
PER-90471,31.0,austin,USA,TypeScript,.NET|Spark,AWS CCP|GCP ACE,4.0,Pregrado,Cloud,115.624,profiles
PER-90472,26.0,Concepción,Chile,Kotlin|PHP|JavaScript,.NET|FastAPI,GCP ACE,5.0,Pregrado,Ciberseguridad,18210.0,profiles
PER-90473,21.0,Monterrey,México,php|r|go,Flask,GCP ACE,3.0,Pregrado,Frontend,17320.0,profiles
PER-90474,36.0,Córdoba,Argentina,C#,Spring,Scrum Master,8.0,Posgrado,Frontend,16770.0,profiles
PER-90475,27.0,Medellín,Colombia,JavaScript|Swift|Kotlin,Angular,Cisco CCNA,4.0,Pregrado,IA,9991.0,profiles
PER-90476,29.0,buenos aires,Argentina,Python|Java,React,Cisco CCNA|Azure Fundamentals,2.0,Pregrado,Cloud,28707.0,profiles
PER-90477,30.0,Puebla,México,TypeScript|Scala,FastAPI,Cisco CCNA|AWS CCP,3.0,Pregrado,Backend,16438.0,profiles
PER-90478,18.0,???,Colombia,JavaScript,Flask|.NET,None|GCP ACE,4.0,Autodidacta,IA,16553.0,profiles
PER-90479,29.0,Miami,USA,Swift|JavaScript|TypeScript,Spring,Cisco CCNA|AWS CCP,7.0,Tecnólogo,DevOps,86158.0,profiles
PER-90480,23.0,MONTERREY,México,Kotlin|R,Vue,Azure Fundamentals|Scrum Master,5.0,Tecnólogo,Ciberseguridad,15.077,profiles
PER-90481,25.0,Miami,USA,Swift|Go,React,Cisco CCNA,4.0,Autodidacta,Data Science,75764.0,profiles
PER-90482,31.0,Santiago,Chile,Java|Python,Spark,AWS CCP,5.0,Tecnólogo,Data Science,29365.0,profiles
PER-90483,21.0,Buenos Aires,Argentina,Scala|TypeScript,Vue|React,Cisco CCNA|Azure Fundamentals,0.0,Posgrado,Cloud,11.965,profiles
PER-90484,25.0,Miami,USA,Scala,Laravel,AWS CCP,2.0,Autodidacta,DevOps,105.756,profiles
PER-90485,29.0,Barcelona,España,r,Spark,Scrum Master,1.0,Posgrado,Cloud,32039.0,profiles
PER-90486,33.0,CÓRDOBA,Argentina,Go|C#,Spark|FastAPI,Scrum Master,3.0,Pregrado,Ciberseguridad,32384.0,profiles
PER-90487,30.0,San Francisco,USA,JavaScript|Java|Go,.NET|FastAPI,Azure Fundamentals,0.0,Tecnólogo,Frontend,103742.0,profiles
PER-90488,,???,USA,Swift|JavaScript,Django|React,Unknown,3.0,Posgrado,Cloud,,profiles
PER-90489,29.0,Barranquilla,Colombia,scala|php,Django|Node.js,Azure Fundamentals,4.0,Posgrado,BI/Analytics,9.517,profiles
PER-90490,30.0,Santiago,Chile,R|C#,Flask|Spring,AWS CCP,1.0,Técnico,Ciberseguridad,13630.0,profiles
PER-90491,23.0,Lima,Perú,Kotlin,FastAPI|Spring,Cisco CCNA,3.0,Pregrado,DevOps,19.363,profiles
PER-90492,35.0,Cusco,Perú,TypeScript,Flask,Scrum Master,1.0,Técnico,Data Science,16279.0,profiles
PER-90493,37.0,Monterrey,México,JavaScript|Kotlin,Spark|Laravel,Scrum Master,0.0,Autodidacta,Data Science,15585.0,profiles
PER-90494,37.0,Valparaíso,Chile,kotlin,Laravel,AWS CCP|Cisco CCNA,4.0,Tecnólogo,Frontend,20027.0,profiles
PER-90495,25.0,Buenos Aires,Argentina,JavaScript|Java,Laravel|FastAPI,Scrum Master|None,1.0,Técnico,Backend,18.295,profiles
PER-90496,32.0,Lima,Perú,TypeScript,Laravel,Unknown,5.0,Pregrado,Backend,25.389,profiles
PER-90497,31.0,Medellín,Colombia,TypeScript|Python|Kotlin,Vue|FastAPI,AWS CCP|GCP ACE,1.0,Técnico,DevOps,13111.0,profiles
PER-90498,29.0,santiago,Chile,TypeScript,FastAPI,Azure Fundamentals,5.0,Pregrado,BI/Analytics,20070.0,profiles
PER-90499,37.0,Monterrey,México,R|PHP|JavaScript,React|Spring,Azure Fundamentals,4.0,Técnico,BI/Analytics,12736.0,profiles
PER-90500,32.0,Lima,Perú,scala|php,Spark|React,Cisco CCNA,3.0,Pregrado,Cloud,19.079,profiles
PER-90501,24.0,Barranquilla,Colombia,C#|Java,Angular,GCP ACE,0.0,Tecnólogo,Ciberseguridad,17.89,profiles
PER-90502,37.0,Concepción,Chile,java|swift,Angular|Django,Cisco CCNA|Azure Fundamentals,1.0,Posgrado,Ciberseguridad,21484.0,profiles
PER-90503,24.0,Cusco,Perú,Python|PHP,React,Cisco CCNA,2.0,Autodidacta,Cloud,28284.0,profiles
PER-90504,18.0,sevilla,España,C#|Swift,Angular,Scrum Master,4.0,Autodidacta,Frontend,31871.0,profiles
PER-90505,33.0,GUADALAJARA,México,Kotlin|PHP,React|Vue,GCP ACE|None,4.0,Posgrado,Backend,12235.0,profiles
PER-90506,36.0,Seattle,USA,Java|PHP|TypeScript,.NET|Spring,Azure Fundamentals|None,3.0,Posgrado,Ciberseguridad,111731.0,profiles
PER-90507,,Valencia,España,java,Flask,Cisco CCNA,3.0,Técnico,IA,45527.0,profiles
PER-90508,26.0,Valparaíso,Chile,Python|C#,Node.js,Cisco CCNA|Scrum Master,1.0,Pregrado,BI/Analytics,31971.0,profiles
PER-90509,31.0,Seattle,USA,Kotlin|PHP|JavaScript,Angular|Node.js,Unknown,5.0,Tecnólogo,DevOps,73485.0,profiles
PER-90510,30.0,Santiago,Chile,Java|JavaScript|Swift,FastAPI,Azure Fundamentals,3.0,Técnico,DevOps,24453.0,profiles
PER-90511,,Buenos Aires,Argentina,C#|Scala,Vue,Azure Fundamentals|AWS CCP,3.0,Pregrado,IA,15.85,profiles
PER-90512,18.0,valencia,España,Go|Python,FastAPI|Django,Azure Fundamentals|Scrum Master,2.0,Técnico,BI/Analytics,54163.0,profiles
PER-90513,26.0,Valencia,España,Swift|Go,Node.js|Angular,AWS CCP,1.0,Tecnólogo,Cloud,27802.0,profiles
PER-90514,31.0,CONCEPCIÓN,Chile,Go|JavaScript,Spark|Spring,Scrum Master|GCP ACE,4.0,Técnico,Ciberseguridad,20.418,profiles
PER-90515,33.0,Cartagena,Colombia,Swift|R,Flask|Spark,Scrum Master|None,2.0,Posgrado,Frontend,20662.0,profiles
PER-90516,41.0,Lima,Perú,Python,Node.js,GCP ACE,3.0,Pregrado,Data Science,11581.0,profiles
PER-90517,26.0,ROSARIO,Argentina,R|Kotlin,Flask|Node.js,Cisco CCNA|GCP ACE,4.0,Pregrado,Frontend,17.002,profiles
PER-90518,31.0,Córdoba,Argentina,swift|php|kotlin,FastAPI,Cisco CCNA,2.0,Autodidacta,DevOps,31366.0,profiles
PER-90519,30.0,Barcelona,España,C#,Angular|Node.js,Azure Fundamentals,1.0,Tecnólogo,Ciberseguridad,37.745,profiles
PER-90520,32.0,Rosario,Argentina,Scala|Python,Spring,Azure Fundamentals|GCP ACE,3.0,Tecnólogo,Data Science,29.063,profiles
PER-90521,26.0,Cartagena,Colombia,R,.NET,Azure Fundamentals,0.0,Tecnólogo,Data Science,16287.0,profiles
PER-90522,26.0,Madrid,España,javascript|python,Spark,Scrum Master|None,5.0,Tecnólogo,Backend,54749.0,profiles
PER-90523,30.0,Cartagena,Colombia,kotlin|python|swift,Django|Laravel,Azure Fundamentals,2.0,Tecnólogo,Backend,13956.0,profiles
PER-90524,34.0,Santiago,Chile,java,Node.js|Angular,Scrum Master|AWS CCP,1.0,Tecnólogo,Frontend,21626.0,profiles
PER-90525,34.0,San Francisco,USA,Python|R,Laravel,None|AWS CCP,4.0,Posgrado,DevOps,,profiles
PER-90526,18.0,Rosario,Argentina,Swift|JavaScript,Laravel,Azure Fundamentals,5.0,Autodidacta,Ciberseguridad,35220.0,profiles
PER-90527,22.0,Madrid,España,JavaScript|R,Flask|Angular,Cisco CCNA,0.0,Posgrado,IA,35144.0,profiles
PER-90528,32.0,Rosario,Argentina,JavaScript|Scala,Django,GCP ACE,5.0,Tecnólogo,Backend,20564.0,profiles
PER-90529,25.0,Cusco,Perú,Java|R,Django,Scrum Master,1.0,Posgrado,DevOps,13.229,profiles
PER-90530,28.0,Valencia,España,TypeScript,Django|React,AWS CCP,2.0,Posgrado,BI/Analytics,53698.0,profiles
PER-90531,32.0,BARCELONA,España,Swift|Java|C#,Node.js,None|Scrum Master,0.0,Técnico,Frontend,55944.0,profiles
PER-90532,34.0,Seattle,USA,Python|PHP|R,Angular|Flask,Unknown,2.0,Pregrado,Ciberseguridad,,profiles
PER-90533,32.0,Córdoba,Argentina,Python|PHP,FastAPI,Scrum Master|GCP ACE,6.0,Posgrado,Frontend,18288.0,profiles
PER-90534,33.0,Santiago,Chile,PHP|C#|Kotlin,Laravel,Scrum Master|Azure Fundamentals,4.0,Autodidacta,Backend,24103.0,profiles
PER-90535,24.0,Lima,Perú,Python|Java,FastAPI,Cisco CCNA,4.0,Posgrado,IA,21659.0,profiles
PER-90536,33.0,Bogotá,Colombia,Kotlin|JavaScript,Angular,GCP ACE,4.0,Autodidacta,Backend,20.41,profiles
PER-90537,28.0,Sevilla,España,Java|R,FastAPI,AWS CCP|None,2.0,Pregrado,Frontend,35541.0,profiles
PER-90538,32.0,Buenos Aires,Argentina,Scala,Angular,Scrum Master,4.0,Pregrado,DevOps,18.43,profiles
PER-90539,18.0,Miami,USA,Python|Java|JavaScript,Angular|Spark,Scrum Master,6.0,Tecnólogo,DevOps,117094.0,profiles
PER-90540,33.0,Santiago,Chile,R|Scala,Django,Cisco CCNA,0.0,Técnico,Frontend,17748.0,profiles
PER-90541,28.0,Barcelona,España,C#|Java|PHP,Laravel|Angular,AWS CCP|Cisco CCNA,1.0,Técnico,DevOps,33043.0,profiles
PER-90542,35.0,San Francisco,USA,Java,Angular,AWS CCP|Azure Fundamentals,4.0,Técnico,Cloud,103116.0,profiles
PER-90543,39.0,New York,USA,Kotlin|Java,FastAPI|Flask,GCP ACE,2.0,Posgrado,Cloud,91192.0,profiles
PER-90544,36.0,CDMX,México,Swift,React|.NET,Azure Fundamentals,1.0,Autodidacta,Cloud,14.736,profiles
PER-90545,34.0,Buenos Aires,Argentina,Python,Laravel|Django,None|Scrum Master,4.0,Autodidacta,Frontend,11918.0,profiles
PER-90546,34.0,Barcelona,España,Kotlin|Java,Laravel,Azure Fundamentals,2.0,Pregrado,BI/Analytics,54.949,profiles
PER-90547,28.0,???,México,Python|Java,Spark|Node.js,Scrum Master|AWS CCP,0.0,Posgrado,Frontend,18772.0,profiles
PER-90548,27.0,Monterrey,México,PHP,Angular|Django,Azure Fundamentals|None,2.0,Posgrado,IA,15827.0,profiles
PER-90549,38.0,Seattle,USA,Java|TypeScript|Scala,FastAPI,AWS CCP,2.0,Autodidacta,Data Science,92179.0,profiles
PER-90550,19.0,Valencia,España,Kotlin|Swift,Node.js|Laravel,Azure Fundamentals,1.0,Tecnólogo,Frontend,30140.0,profiles
PER-90551,35.0,Austin,USA,Java|R,FastAPI|Spark,Scrum Master|Cisco CCNA,6.0,Tecnólogo,Cloud,,profiles
PER-90552,31.0,Arequipa,Perú,Java|Kotlin,FastAPI,GCP ACE,1.0,Pregrado,BI/Analytics,14190.0,profiles
PER-90553,34.0,concepción,Chile,Go,Spring|Flask,Azure Fundamentals,4.0,Técnico,BI/Analytics,32986.0,profiles
PER-90554,31.0,Miami,USA,Scala|JavaScript,FastAPI|Node.js,GCP ACE,5.0,Pregrado,Backend,95665.0,profiles
PER-90555,18.0,Lima,Perú,Java|JavaScript,Spark,Azure Fundamentals,6.0,Tecnólogo,Cloud,27345.0,profiles
PER-90556,34.0,valencia,España,PHP|Python|Java,Flask,Scrum Master|AWS CCP,2.0,Tecnólogo,Backend,37.893,profiles
PER-90557,28.0,VALPARAÍSO,Chile,Java|TypeScript,Flask,AWS CCP,5.0,Posgrado,Cloud,22.343,profiles
PER-90558,27.0,Madrid,España,Kotlin|JavaScript,Django|FastAPI,Scrum Master,5.0,Autodidacta,Frontend,34516.0,profiles
PER-90559,28.0,Concepción,Chile,R|Python,Node.js,Cisco CCNA,3.0,Tecnólogo,Frontend,18026.0,profiles
PER-90560,20.0,Arequipa,Perú,PHP,Spark|Node.js,Scrum Master|GCP ACE,4.0,Pregrado,Backend,10869.0,profiles
PER-90561,21.0,Cartagena,Colombia,JavaScript,Spark,GCP ACE,3.0,Autodidacta,Ciberseguridad,11734.0,profiles
PER-90562,28.0,Córdoba,Argentina,swift|c#,Angular,AWS CCP,4.0,Pregrado,Cloud,16130.0,profiles
PER-90563,33.0,???,Chile,javascript|swift|scala,Spring,Cisco CCNA,0.0,Pregrado,BI/Analytics,19165.0,profiles
PER-90564,27.0,???,USA,Java|TypeScript,Node.js|Vue,Unknown,0.0,Posgrado,DevOps,119.961,profiles
PER-90565,37.0,???,Perú,PHP|Go,Spring,Cisco CCNA,2.0,Tecnólogo,Data Science,16082.0,profiles
PER-90566,38.0,Buenos Aires,Argentina,Swift|TypeScript|PHP,Spark|Django,GCP ACE,1.0,Autodidacta,Frontend,22.711,profiles
PER-90567,30.0,Buenos Aires,Argentina,go|c#,Django,Azure Fundamentals|AWS CCP,2.0,Técnico,DevOps,16360.0,profiles
PER-90568,33.0,Arequipa,Perú,R|Kotlin,Node.js,Azure Fundamentals|GCP ACE,2.0,Pregrado,Backend,17.527,profiles
PER-90569,25.0,medellín,Colombia,Scala,Spark|Laravel,Unknown,3.0,Técnico,Ciberseguridad,8480.0,profiles
PER-90570,21.0,Rosario,Argentina,C#|TypeScript|Kotlin,Angular,Azure Fundamentals,2.0,Tecnólogo,Frontend,15701.0,profiles
PER-90571,36.0,Barranquilla,Colombia,JavaScript|Kotlin,Vue|Spring,None|GCP ACE,0.0,Técnico,Cloud,18453.0,profiles
PER-90572,31.0,Lima,Perú,Python,Node.js|Django,Cisco CCNA,0.0,Autodidacta,DevOps,27.439,profiles
PER-90573,39.0,Arequipa,Perú,R|JavaScript|C#,Django,Scrum Master,2.0,Autodidacta,Data Science,20925.0,profiles
PER-90574,39.0,Concepción,Chile,TypeScript,Node.js|Spring,Azure Fundamentals|None,3.0,Posgrado,BI/Analytics,22225.0,profiles
PER-90575,32.0,New York,USA,R,.NET|React,Scrum Master,0.0,Tecnólogo,DevOps,107.518,profiles
PER-90576,36.0,Cusco,Perú,python,Spring|.NET,None|GCP ACE,2.0,Autodidacta,Backend,18.379,profiles
PER-90577,25.0,Rosario,Argentina,Go|TypeScript|PHP,Vue,None,2.0,Pregrado,Cloud,22.613,profiles
PER-90578,41.0,Valencia,España,R,.NET,Scrum Master|None,2.0,Pregrado,Backend,53.994,profiles
PER-90579,37.0,Valencia,España,Kotlin|Scala,Laravel,None|Scrum Master,2.0,Tecnólogo,BI/Analytics,38201.0,profiles
PER-90580,31.0,cdmx,México,TypeScript|Go,Flask,Scrum Master,4.0,Técnico,Frontend,13055.0,profiles
PER-90581,18.0,Lima,Perú,Java|PHP,Flask|React,GCP ACE,3.0,Pregrado,Cloud,14287.0,profiles
PER-90582,33.0,Miami,USA,Swift|Java|R,Vue|.NET,Unknown,1.0,Autodidacta,Backend,89051.0,profiles
PER-90583,20.0,Córdoba,Argentina,JavaScript|Java,Spark,GCP ACE,4.0,Posgrado,BI/Analytics,12428.0,profiles
PER-90584,32.0,Concepción,Chile,C#|JavaScript,FastAPI|Flask,None|AWS CCP,4.0,Pregrado,DevOps,20887.0,profiles
PER-90585,38.0,Rosario,Argentina,C#|Go,Vue|Node.js,Unknown,3.0,Técnico,IA,22476.0,profiles
PER-90586,22.0,Rosario,Argentina,Python|TypeScript,Laravel,Scrum Master,1.0,Posgrado,Frontend,24896.0,profiles
PER-90587,36.0,Bogotá,Colombia,Python|PHP,.NET,Azure Fundamentals,5.0,Posgrado,DevOps,9857.0,profiles
PER-90588,23.0,Santiago,Chile,Kotlin,.NET|Flask,Cisco CCNA,2.0,Tecnólogo,Backend,36818.0,profiles
PER-90589,31.0,Valencia,España,R|Kotlin,Vue,Scrum Master|Azure Fundamentals,4.0,Posgrado,Backend,42191.0,profiles
PER-90590,21.0,Guadalajara,México,Kotlin|JavaScript|TypeScript,Spark,Scrum Master,0.0,Autodidacta,DevOps,28995.0,profiles
PER-90591,34.0,Madrid,España,C#|Java,Laravel|Node.js,GCP ACE,4.0,Posgrado,Backend,44699.0,profiles
PER-90592,,Puebla,México,Python|Go|Java,Laravel|Django,Azure Fundamentals,4.0,Técnico,Cloud,20900.0,profiles
PER-90593,26.0,Miami,USA,C#|Scala,Vue,Cisco CCNA|Azure Fundamentals,0.0,Autodidacta,Cloud,99430.0,profiles
PER-90594,22.0,Seattle,USA,typescript|scala,React|Vue,Scrum Master|Cisco CCNA,3.0,Tecnólogo,Frontend,,profiles
PER-90595,29.0,Puebla,México,javascript,.NET|Django,None|Azure Fundamentals,3.0,Tecnólogo,Data Science,23.217,profiles
PER-90596,34.0,???,Perú,PHP|JavaScript,Spark,None|Cisco CCNA,3.0,Pregrado,Backend,26728.0,profiles
PER-90597,34.0,???,Perú,kotlin,Spark,Cisco CCNA|Scrum Master,5.0,Tecnólogo,Data Science,16.948,profiles
PER-90598,20.0,Valencia,España,Java|Python,Django,Cisco CCNA,0.0,Técnico,BI/Analytics,26.123,profiles
PER-90599,28.0,Monterrey,México,Java,Laravel,GCP ACE,4.0,Pregrado,Ciberseguridad,12582.0,profiles
PER-90600,35.0,Guadalajara,México,Python|Go,.NET,Cisco CCNA,0.0,Tecnólogo,Backend,17848.0,profiles
PER-90601,25.0,Bogotá,Colombia,TypeScript|Python,Django|Node.js,None|Cisco CCNA,3.0,Autodidacta,Cloud,7494.0,profiles
PER-90602,24.0,Lima,Perú,C#|TypeScript,Flask,Azure Fundamentals,3.0,Autodidacta,Frontend,15639.0,profiles
PER-90603,39.0,Monterrey,México,Python,Node.js,Scrum Master,0.0,Pregrado,DevOps,18300.0,profiles
PER-90604,30.0,Buenos Aires,Argentina,PHP|JavaScript,Spark,Unknown,3.0,Autodidacta,BI/Analytics,14521.0,profiles
PER-90605,30.0,Medellín,Colombia,java|php,Vue|Spring,GCP ACE|None,1.0,Autodidacta,Data Science,12924.0,profiles
PER-90606,22.0,Lima,Perú,Kotlin,Node.js|React,GCP ACE|AWS CCP,2.0,Pregrado,Frontend,22.677,profiles
PER-90607,22.0,Lima,Perú,JavaScript,Vue|Flask,AWS CCP|None,1.0,Autodidacta,Cloud,23061.0,profiles
PER-90608,37.0,Cartagena,Colombia,c#|java,Spring,GCP ACE,2.0,Autodidacta,Cloud,11790.0,profiles
PER-90609,26.0,Concepción,Chile,C#|Java,.NET|Laravel,None,2.0,Pregrado,Data Science,16689.0,profiles
PER-90610,27.0,Barcelona,España,Scala|PHP,React|FastAPI,None|GCP ACE,3.0,Tecnólogo,BI/Analytics,39.46,profiles
PER-90611,18.0,SEVILLA,España,Kotlin,Vue|Flask,Unknown,2.0,Técnico,BI/Analytics,32400.0,profiles
PER-90612,24.0,Lima,Perú,Go|Python|Scala,.NET,Scrum Master,2.0,Técnico,Frontend,26316.0,profiles
PER-90613,25.0,???,España,TypeScript|Scala,React|Node.js,Azure Fundamentals,3.0,Posgrado,Data Science,29.906,profiles
PER-90614,33.0,Guadalajara,México,TypeScript|Kotlin,Spark,Azure Fundamentals|GCP ACE,3.0,Técnico,DevOps,12365.0,profiles
PER-90615,28.0,Arequipa,Perú,Kotlin|Scala|C#,React,GCP ACE,2.0,Autodidacta,Frontend,11.629,profiles
PER-90616,29.0,Buenos Aires,Argentina,R,Spark|React,Cisco CCNA,2.0,Autodidacta,Ciberseguridad,15.896,profiles
PER-90617,40.0,Bogotá,Colombia,Go|PHP,Angular|Node.js,Scrum Master|None,5.0,Posgrado,Cloud,11975.0,profiles
PER-90618,31.0,Puebla,México,scala|javascript|typescript,.NET|Node.js,Scrum Master,3.0,Pregrado,Backend,14882.0,profiles
PER-90619,28.0,New York,USA,JavaScript|PHP,Node.js|Angular,Unknown,1.0,Pregrado,BI/Analytics,59.444,profiles
PER-90620,46.0,Rosario,Argentina,Java|Go|Python,Vue,Scrum Master,0.0,Técnico,IA,19420.0,profiles
PER-90621,23.0,santiago,Chile,r|java|kotlin,Django,GCP ACE,5.0,Tecnólogo,BI/Analytics,36639.0,profiles
