ID_Persona,Edad,Ciudad,País,Lenguajes_Dominio,Frameworks_Dominio,Certificaciones,Años_Experiencia,Nivel_Educativo,Área_Trabajo_Actual,Salario_Actual_USD
PER-90449,29,Cartagena,Colombia,PHP|Java,Laravel|Flask,None|GCP ACE,3.0,Autodidacta,Ciberseguridad,"$14,486"
PER-90450,32,New York,USA,Java|Swift|JavaScript,Django,None|Scrum Master,3.0,Pregrado,DevOps,$121593
PER-90451,28,Austin,USA,JavaScript|TypeScript|Java,Vue|Angular,AWS CCP|GCP ACE ,0.0,Tecnólogo,IA,$93213
PER-90452,36,Bogotá,Colombia,R|TypeScript,Vue,AWS CCP,2.0,Pregrado,BI/Analytics,13841
PER-90453,29,Valparaíso,Chile,C#|Java,FastAPI,GCP ACE|Cisco CCNA,4.0,Técnico,Data Science,USD 17493
PER-90454,25,Córdoba,Argentina,Scala|Java,Vue,None,3.0,Pregrado,IA,$26027
PER-90455,22,Cusco,Perú,Go|JavaScript,FastAPI|Node.js,Scrum Master,0.0,Pregrado,Cloud,"$10,539"
PER-90456,23,Córdoba,Argentina,R|Python,Spark|Vue,None,0.0,Posgrado,BI/Analytics,US$ 16.202
PER-90457,36,Concepción,Chile,PHP,.NET,None ,3.0,Pregrado,Ciberseguridad,$24290
PER-90458,27,Rosario,Argentina,Swift|Scala|Kotlin,React,AWS CCP ,0.0,Posgrado,BI/Analytics,16273
PER-90459,21,New York,USA,Kotlin|C#,Spark|Node.js,Azure Fundamentals,1.0,Técnico,BI/Analytics,"$87,868"
PER-90460,33,???,Colombia,C#|Go,Flask,GCP ACE,2.0,Posgrado,Cloud,"$11,785"
PER-90461,36,SANTIAGO,Chile,Scala,Vue,Scrum Master,4.0,Tecnólogo,Ciberseguridad,28652
PER-90462,,Buenos Aires,Argentina,scala,Node.js,GCP ACE|Scrum Master,1.0,Posgrado,Backend,USD 17551
PER-90463,32,Lima,Perú,python|swift|typescript,Flask|Django,GCP ACE,2.0,Posgrado,DevOps,"$19,113"
PER-90464,27,???,España,php,Flask|FastAPI,Azure Fundamentals,7.0,Autodidacta,IA,$39819
PER-90465,24,Concepción,Chile,Kotlin,React|Angular,Azure Fundamentals,4.0,Autodidacta,Data Science,"$34,816"
PER-90466,33,Córdoba,Argentina,php|r,Spring|FastAPI,Scrum Master,2.0,Autodidacta,IA,15142
PER-90467,30,Sevilla,España,c#|kotlin,Spark|FastAPI,Azure Fundamentals|AWS CCP,5.0,Pregrado,Ciberseguridad,33555
PER-90468,19,New York,USA,C#|Swift,React|FastAPI,Scrum Master,2.0,Posgrado,Cloud,$106803
PER-90469,18,Cali,Colombia,C#|PHP,Node.js,AWS CCP,0.0,Posgrado,Backend,US$ 11.861
PER-90470,21,Bucaramanga,Colombia,PHP|Scala,Spring,Cisco CCNA,4.0,Autodidacta,Data Science,USD 18967
PER-90471,31,austin,USA,TypeScript,.NET|Spark,AWS CCP|GCP ACE,4.0,Pregrado,Cloud,US$ 115.624
PER-90472,26,Concepción ,Chile,Kotlin|PHP|JavaScript,.NET|FastAPI,GCP ACE,5.0,Pregrado,Ciberseguridad,USD 18210
PER-90473,21,Monterrey,México,php|r|go,Flask,GCP ACE,3.0,Pregrado,Frontend,17320
PER-90474,36,Córdoba,Argentina,C#,Spring,Scrum Master,8.0,Posgrado,Frontend,$16770
PER-90475,27,Medellín,Colombia,JavaScript|Swift|Kotlin,Angular,Cisco CCNA,4.0,Pregrado,IA,"$9,991"
PER-90476,29,buenos aires,Argentina,Python|Java,React,Cisco CCNA|Azure Fundamentals,2.0,Pregrado,Cloud,$28707
PER-90477,30,Puebla,México,TypeScript|Scala,FastAPI,Cisco CCNA|AWS CCP ,3.0,Pregrado,Backend,16438
PER-90478,18,???,Colombia,JavaScript,Flask|.NET,None|GCP ACE ,4.0,Autodidacta,IA,USD 16553
PER-90479,29,Miami,USA,Swift|JavaScript|TypeScript,Spring,Cisco CCNA|AWS CCP ,7.0,Tecnólogo,DevOps,$86158
PER-90480,23,MONTERREY,México,Kotlin|R,Vue,Azure Fundamentals|Scrum Master,5.0,Tecnólogo,Ciberseguridad,US$ 15.077
PER-90481,25,Miami,USA,Swift|Go,React,Cisco CCNA,4.0,Autodidacta,Data Science,$75764
PER-90482,31,Santiago,Chile,Java|Python,Spark,AWS CCP,5.0,Tecnólogo,Data Science,"$29,365"
PER-90483,21,Buenos Aires,Argentina,Scala|TypeScript,Vue|React,Cisco CCNA|Azure Fundamentals,0.0,Posgrado,Cloud,US$ 11.965
PER-90484,25,Miami,USA,Scala,Laravel,AWS CCP,2.0,Autodidacta,DevOps,US$ 105.756
PER-90485,29,Barcelona,España,r,Spark,Scrum Master,1.0,Posgrado,Cloud,$32039
PER-90486,33,CÓRDOBA,Argentina,Go|C#,Spark|FastAPI,Scrum Master,3.0,Pregrado,Ciberseguridad,"$32,384"
PER-90487,30,San Francisco,USA,JavaScript|Java|Go,.NET|FastAPI,Azure Fundamentals,0.0,Tecnólogo,Frontend,"$103,742"
PER-90488,,???,USA,Swift|JavaScript,Django|React,None,3.0,Posgrado,Cloud,USD 129827
PER-90489,29,Barranquilla,Colombia,scala|php,Django|Node.js,Azure Fundamentals,4.0,Posgrado,BI/Analytics,US$ 9.517
PER-90490,30,Santiago,Chile,R|C#,Flask|Spring,AWS CCP,1.0,Técnico,Ciberseguridad,"$13,630"
PER-90491,23,Lima,Perú,Kotlin,FastAPI|Spring,Cisco CCNA,3.0,Pregrado,DevOps,US$ 19.363
PER-90492,35,Cusco ,Perú,TypeScript,Flask,Scrum Master,1.0,Técnico,Data Science,16279
PER-90493,37,Monterrey,México,JavaScript|Kotlin,Spark|Laravel,Scrum Master,0.0,Autodidacta,Data Science,"$15,585"
PER-90494,37,Valparaíso,Chile,kotlin,Laravel,AWS CCP|Cisco CCNA,4.0,Tecnólogo,Frontend,$20027
PER-90495,25,Buenos Aires,Argentina,JavaScript|Java,Laravel|FastAPI,Scrum Master|None,1.0,Técnico,Backend,US$ 18.295
PER-90496,32,Lima,Perú,TypeScript,Laravel,None,5.0,Pregrado,Backend,US$ 25.389
PER-90497,31,Medellín,Colombia,TypeScript|Python|Kotlin,Vue|FastAPI,AWS CCP|GCP ACE ,1.0,Técnico,DevOps,13111
PER-90498,29,santiago,Chile,TypeScript,FastAPI,Azure Fundamentals,5.0,Pregrado,BI/Analytics,"$20,070"
PER-90499,37,Monterrey,México,R|PHP|JavaScript,React|Spring,Azure Fundamentals,4.0,Técnico,BI/Analytics,$12736
PER-90500,32,Lima,Perú,scala|php,Spark|React,Cisco CCNA,3.0,Pregrado,Cloud,US$ 19.079
PER-90501,24,Barranquilla,Colombia,C#|Java,Angular,GCP ACE ,0.0,Tecnólogo,Ciberseguridad,US$ 17.890
PER-90502,37,Concepción,Chile,java|swift,Angular|Django,Cisco CCNA|Azure Fundamentals,1.0,Posgrado,Ciberseguridad,USD 21484
PER-90503,24,Cusco,Perú,Python|PHP,React,Cisco CCNA,2.0,Autodidacta,Cloud,"$28,284"
PER-90504,18,sevilla,España,C#|Swift,Angular,Scrum Master,4.0,Autodidacta,Frontend,$31871
PER-90505,33,GUADALAJARA,México,Kotlin|PHP,React|Vue,GCP ACE|None,4.0,Posgrado,Backend,$12235
PER-90506,36,Seattle,USA,Java|PHP|TypeScript,.NET|Spring,Azure Fundamentals|None,3.0,Posgrado,Ciberseguridad,$111731
PER-90507,,Valencia,España,java,Flask,Cisco CCNA,3.0,Técnico,IA,USD 45527
PER-90508,26,Valparaíso,Chile,Python|C#,Node.js,Cisco CCNA|Scrum Master ,1.0,Pregrado,BI/Analytics,$31971
PER-90509,31,Seattle,USA,Kotlin|PHP|JavaScript,Angular|Node.js,None,5.0,Tecnólogo,DevOps,"$73,485"
PER-90510,30,Santiago,Chile,Java|JavaScript|Swift,FastAPI,Azure Fundamentals,3.0,Técnico,DevOps,"$24,453"
PER-90511,,Buenos Aires,Argentina,C#|Scala,Vue,Azure Fundamentals|AWS CCP,,Pregrado,IA,US$ 15.850
PER-90512,18,valencia,España,Go|Python,FastAPI|Django,Azure Fundamentals|Scrum Master,2.0,Técnico,BI/Analytics,"$54,163"
PER-90513,26,Valencia,España,Swift|Go,Node.js|Angular,AWS CCP ,1.0,Tecnólogo,Cloud,USD 27802
PER-90514,31,CONCEPCIÓN,Chile,Go|JavaScript,Spark|Spring,Scrum Master|GCP ACE,4.0,Técnico,Ciberseguridad,US$ 20.418
PER-90515,33,Cartagena,Colombia,Swift|R,Flask|Spark,Scrum Master|None,2.0,Posgrado,Frontend,USD 20662
PER-90516,41,Lima,Perú,Python,Node.js,GCP ACE,3.0,Pregrado,Data Science,"$11,581"
PER-90517,26,ROSARIO,Argentina,R|Kotlin,Flask|Node.js,Cisco CCNA|GCP ACE,4.0,Pregrado,Frontend,US$ 17.002
PER-90518,31,Córdoba,Argentina,swift|php|kotlin,FastAPI,Cisco CCNA,2.0,Autodidacta,DevOps,$31366
PER-90519,30,Barcelona,España,C#,Angular|Node.js,Azure Fundamentals,1.0,Tecnólogo,Ciberseguridad,US$ 37.745
PER-90520,32,Rosario,Argentina,Scala|Python,Spring,Azure Fundamentals|GCP ACE,3.0,Tecnólogo,Data Science,US$ 29.063
PER-90521,26,Cartagena,Colombia,R,.NET,Azure Fundamentals,0.0,Tecnólogo,Data Science,$16287
PER-90522,26,Madrid,España,javascript|python,Spark,Scrum Master|None,5.0,Tecnólogo,Backend,54749
PER-90523,30,Cartagena,Colombia,kotlin|python|swift,Django|Laravel,Azure Fundamentals,2.0,Tecnólogo,Backend,13956
PER-90524,34,Santiago,Chile,java,Node.js|Angular,Scrum Master|AWS CCP,1.0,Tecnólogo,Frontend,21626
PER-90525,34,San Francisco,USA,Python|R,Laravel,None|AWS CCP ,4.0,Posgrado,DevOps,USD 145149
PER-90526,18,Rosario,Argentina,Swift|JavaScript,Laravel,Azure Fundamentals,5.0,Autodidacta,Ciberseguridad,USD 35220
PER-90527,22,Madrid,España,JavaScript|R,Flask|Angular,Cisco CCNA,0.0,Posgrado,IA,35144
PER-90528,32,Rosario,Argentina,JavaScript|Scala,Django,GCP ACE,5.0,Tecnólogo,Backend,$20564
PER-90529,25,Cusco,Perú,Java|R,Django,Scrum Master,1.0,Posgrado,DevOps,US$ 13.229
PER-90530,28,Valencia,España,TypeScript,Django|React,AWS CCP,2.0,Posgrado,BI/Analytics,"$53,698"
PER-90531,32,BARCELONA,España,Swift|Java|C#,Node.js,None|Scrum Master,0.0,Técnico,Frontend,"$55,944"
PER-90532,34,Seattle,USA,Python|PHP|R,Angular|Flask,None,2.0,Pregrado,Ciberseguridad,158800
PER-90533,32,Córdoba,Argentina,Python|PHP,FastAPI,Scrum Master|GCP ACE,6.0,Posgrado,Frontend,$18288
PER-90534,33,Santiago,Chile,PHP|C#|Kotlin,Laravel,Scrum Master|Azure Fundamentals,4.0,Autodidacta,Backend,USD 24103
PER-90535,24,Lima,Perú,Python|Java,FastAPI,Cisco CCNA,4.0,Posgrado,IA,USD 21659
PER-90536,33,Bogotá,Colombia,Kotlin|JavaScript,Angular,GCP ACE,4.0,Autodidacta,Backend,US$ 20.410
PER-90537,28,Sevilla,España,Java|R,FastAPI,AWS CCP|None,2.0,Pregrado,Frontend,$35541
PER-90538,32,Buenos Aires,Argentina,Scala,Angular,Scrum Master,4.0,Pregrado,DevOps,US$ 18.430
PER-90539,18,Miami,USA,Python|Java|JavaScript,Angular|Spark,Scrum Master ,6.0,Tecnólogo,DevOps,"$117,094"
PER-90540,33,Santiago,Chile,R|Scala,Django,Cisco CCNA,0.0,Técnico,Frontend,$17748
PER-90541,28,Barcelona,España,C#|Java|PHP,Laravel|Angular,AWS CCP|Cisco CCNA ,1.0,Técnico,DevOps,"$33,043"
PER-90542,35,San Francisco,USA,Java,Angular,AWS CCP|Azure Fundamentals,4.0,Técnico,Cloud,103116
PER-90543,39,New York,USA,Kotlin|Java,FastAPI|Flask,GCP ACE,2.0,Posgrado,Cloud,USD 91192
PER-90544,36,CDMX,México,Swift,React|.NET,Azure Fundamentals,1.0,Autodidacta,Cloud,US$ 14.736
PER-90545,34,Buenos Aires,Argentina,Python,Laravel|Django,None|Scrum Master,4.0,Autodidacta,Frontend,11918
PER-90546,34,Barcelona,España,Kotlin|Java,Laravel,Azure Fundamentals ,2.0,Pregrado,BI/Analytics,US$ 54.949
PER-90547,28,???,México,Python|Java,Spark|Node.js,Scrum Master|AWS CCP,0.0,Posgrado,Frontend,$18772
PER-90548,27,Monterrey,México,PHP,Angular|Django,Azure Fundamentals|None,2.0,Posgrado,IA,$15827
PER-90549,38,Seattle,USA,Java|TypeScript|Scala,FastAPI,AWS CCP,2.0,Autodidacta,Data Science,USD 92179
PER-90550,19,Valencia,España,Kotlin|Swift,Node.js|Laravel,Azure Fundamentals,1.0,Tecnólogo,Frontend,"$30,140"
PER-90551,35,Austin,USA,Java|R,FastAPI|Spark,Scrum Master|Cisco CCNA,6.0,Tecnólogo,Cloud,127513
PER-90552,31,Arequipa,Perú,Java|Kotlin,FastAPI,GCP ACE,1.0,Pregrado,BI/Analytics,USD 14190
PER-90553,34,concepción,Chile,Go,Spring|Flask,Azure Fundamentals,4.0,Técnico,BI/Analytics,$32986
PER-90554,31,Miami,USA,Scala|JavaScript,FastAPI|Node.js,GCP ACE,5.0,Pregrado,Backend,USD 95665
PER-90555,18,Lima,Perú,Java|JavaScript,Spark,Azure Fundamentals,6.0,Tecnólogo,Cloud,$27345
PER-90556,34,valencia,España,PHP|Python|Java,Flask,Scrum Master|AWS CCP,2.0,Tecnólogo,Backend,US$ 37.893
PER-90557,28,VALPARAÍSO,Chile,Java|TypeScript,Flask,AWS CCP,5.0,Posgrado,Cloud,US$ 22.343
PER-90558,27,Madrid,España,Kotlin|JavaScript,Django|FastAPI,Scrum Master,5.0,Autodidacta,Frontend,$34516
PER-90559,28,Concepción,Chile,R|Python,Node.js,Cisco CCNA,3.0,Tecnólogo,Frontend,$18026
PER-90560,20,Arequipa,Perú,PHP,Spark|Node.js,Scrum Master|GCP ACE,4.0,Pregrado,Backend,$10869
PER-90561,21,Cartagena,Colombia,JavaScript,Spark,GCP ACE,3.0,Autodidacta,Ciberseguridad,$11734
PER-90562,28,Córdoba,Argentina,swift|c#,Angular,AWS CCP ,4.0,Pregrado,Cloud,"$16,130"
PER-90563,33,???,Chile,javascript|swift|scala,Spring,Cisco CCNA,0.0,Pregrado,BI/Analytics,$19165
PER-90564,27,???,USA,Java|TypeScript,Node.js|Vue,None,0.0,Posgrado,DevOps,US$ 119.961
PER-90565,37,???,Perú,PHP|Go,Spring,Cisco CCNA,2.0,Tecnólogo,Data Science,USD 16082
PER-90566,38,Buenos Aires,Argentina,Swift|TypeScript|PHP,Spark|Django,GCP ACE,1.0,Autodidacta,Frontend,US$ 22.711
PER-90567,30,Buenos Aires,Argentina,go|c#,Django,Azure Fundamentals|AWS CCP,2.0,Técnico,DevOps,"$16,360"
PER-90568,33,Arequipa,Perú,R|Kotlin,Node.js,Azure Fundamentals|GCP ACE ,2.0,Pregrado,Backend,US$ 17.527
PER-90569,25,medellín,Colombia,Scala,Spark|Laravel,None,3.0,Técnico,Ciberseguridad,$8480
PER-90570,21,Rosario,Argentina,C#|TypeScript|Kotlin,Angular,Azure Fundamentals,2.0,Tecnólogo,Frontend,$15701
PER-90571,36,Barranquilla,Colombia,JavaScript|Kotlin,Vue|Spring,None|GCP ACE,0.0,Técnico,Cloud,18453
PER-90572,31,Lima,Perú,Python,Node.js|Django,Cisco CCNA,0.0,Autodidacta,DevOps,US$ 27.439
PER-90573,39,Arequipa,Perú,R|JavaScript|C#,Django,Scrum Master,2.0,Autodidacta,Data Science,$20925
PER-90574,39,Concepción,Chile,TypeScript,Node.js|Spring,Azure Fundamentals|None,3.0,Posgrado,BI/Analytics,"$22,225"
PER-90575,32,New York,USA,R,.NET|React,Scrum Master,0.0,Tecnólogo,DevOps,US$ 107.518
PER-90576,36,Cusco,Perú,python,Spring|.NET,None|GCP ACE,2.0,Autodidacta,Backend,US$ 18.379
PER-90577,25,Rosario,Argentina,Go|TypeScript|PHP,Vue,None ,2.0,Pregrado,Cloud,US$ 22.613
PER-90578,41,Valencia,España,R,.NET,Scrum Master|None,2.0,Pregrado,Backend,US$ 53.994
PER-90579,37,Valencia,España,Kotlin|Scala,Laravel,None|Scrum Master,2.0,Tecnólogo,BI/Analytics,$38201
PER-90580,31,cdmx,México,TypeScript|Go,Flask,Scrum Master ,4.0,Técnico,Frontend,$13055
PER-90581,18,Lima,Perú,Java|PHP,Flask|React,GCP ACE,3.0,Pregrado,Cloud,14287
PER-90582,33,Miami,USA,Swift|Java|R,Vue|.NET,None,1.0,Autodidacta,Backend,USD 89051
PER-90583,20,Córdoba,Argentina,JavaScript|Java,Spark,GCP ACE,4.0,Posgrado,BI/Analytics,$12428
PER-90584,32,Concepción,Chile,C#|JavaScript,FastAPI|Flask,None|AWS CCP,4.0,Pregrado,DevOps,20887
PER-90585,38,Rosario,Argentina,C#|Go,Vue|Node.js,None,3.0,Técnico,IA,USD 22476
PER-90586,22,Rosario,Argentina,Python|TypeScript,Laravel,Scrum Master,1.0,Posgrado,Frontend,24896
PER-90587,36,Bogotá,Colombia,Python|PHP,.NET,Azure Fundamentals,5.0,Posgrado,DevOps,"$9,857"
PER-90588,23,Santiago,Chile,Kotlin,.NET|Flask,Cisco CCNA ,2.0,Tecnólogo,Backend,$36818
PER-90589,31,Valencia,España,R|Kotlin,Vue,Scrum Master|Azure Fundamentals,4.0,Posgrado,Backend,$42191
PER-90590,21,Guadalajara,México,Kotlin|JavaScript|TypeScript,Spark,Scrum Master,0.0,Autodidacta,DevOps,USD 28995
PER-90591,34,Madrid,España,C#|Java,Laravel|Node.js,GCP ACE ,4.0,Posgrado,Backend,44699
PER-90592,48,Puebla,México,Python|Go|Java,Laravel|Django,Azure Fundamentals ,4.0,Técnico,Cloud,"$20,900"
PER-90593,26,Miami,USA,C#|Scala,Vue,Cisco CCNA|Azure Fundamentals,0.0,Autodidacta,Cloud,99430
PER-90594,22,Seattle,USA,typescript|scala,React|Vue,Scrum Master|Cisco CCNA,3.0,Tecnólogo,Frontend,$126410
PER-90595,29,Puebla,México,javascript,.NET|Django,None|Azure Fundamentals,3.0,Tecnólogo,Data Science,US$ 23.217
PER-90596,34,???,Perú,PHP|JavaScript,Spark,None|Cisco CCNA,3.0,Pregrado,Backend,$26728
PER-90597,34,???,Perú,kotlin,Spark,Cisco CCNA|Scrum Master,5.0,Tecnólogo,Data Science,US$ 16.948
PER-90598,20,Valencia,España,Java|Python,Django,Cisco CCNA,0.0,Técnico,BI/Analytics,US$ 26.123
PER-90599,28,Monterrey,México,Java,Laravel,GCP ACE,4.0,Pregrado,Ciberseguridad,"$12,582"
PER-90600,35,Guadalajara,México,Python|Go,.NET,Cisco CCNA,0.0,Tecnólogo,Backend,$17848
PER-90601,25,Bogotá,Colombia,TypeScript|Python,Django|Node.js,None|Cisco CCNA,3.0,Autodidacta,Cloud,7494
PER-90602,24,Lima,Perú,C#|TypeScript,Flask,Azure Fundamentals,3.0,Autodidacta,Frontend,USD 15639
PER-90603,39,Monterrey,México,Python,Node.js,Scrum Master,0.0,Pregrado,DevOps,"$18,300"
PER-90604,30,Buenos Aires,Argentina,PHP|JavaScript,Spark,None,3.0,Autodidacta,BI/Analytics,"$14,521"
PER-90605,30,Medellín,Colombia,java|php,Vue|Spring,GCP ACE|None,1.0,Autodidacta,Data Science,"$12,924"
PER-90606,22,Lima,Perú,Kotlin,Node.js|React,GCP ACE|AWS CCP,2.0,Pregrado,Frontend,US$ 22.677
PER-90607,22,Lima,Perú,JavaScript,Vue|Flask,AWS CCP|None,1.0,Autodidacta,Cloud,$23061
PER-90608,37,Cartagena,Colombia,c#|java,Spring,GCP ACE,2.0,Autodidacta,Cloud,$11790
PER-90609,26,Concepción,Chile,C#|Java,.NET|Laravel,None ,2.0,Pregrado,Data Science,USD 16689
PER-90610,27,Barcelona,España,Scala|PHP,React|FastAPI,None|GCP ACE,3.0,Tecnólogo,BI/Analytics,US$ 39.460
PER-90611,18,SEVILLA,España,Kotlin,Vue|Flask,None,2.0,Técnico,BI/Analytics,USD 32400
PER-90612,24,Lima ,Perú,Go|Python|Scala,.NET,Scrum Master,2.0,Técnico,Frontend,"$26,316"
PER-90613,25,???,España,TypeScript|Scala,React|Node.js,Azure Fundamentals,3.0,Posgrado,Data Science,US$ 29.906
PER-90614,33,Guadalajara,México,TypeScript|Kotlin,Spark,Azure Fundamentals|GCP ACE,,Técnico,DevOps,$12365
PER-90615,28,Arequipa,Perú,Kotlin|Scala|C#,React,GCP ACE,2.0,Autodidacta,Frontend,US$ 11.629
PER-90616,29,Buenos Aires,Argentina,R,Spark|React,Cisco CCNA,2.0,Autodidacta,Ciberseguridad,US$ 15.896
PER-90617,40,Bogotá,Colombia,Go|PHP,Angular|Node.js,Scrum Master|None,5.0,Posgrado,Cloud,$11975
PER-90618,31,Puebla,México,scala|javascript|typescript,.NET|Node.js,Scrum Master,3.0,Pregrado,Backend,$14882
PER-90619,28,New York,USA,JavaScript|PHP,Node.js|Angular,None,1.0,Pregrado,BI/Analytics,US$ 59.444
PER-90620,46,Rosario,Argentina,Java|Go|Python,Vue,Scrum Master,0.0,Técnico,IA,USD 19420
PER-90621,23,santiago,Chile,r|java|kotlin,Django,GCP ACE ,5.0,Tecnólogo,BI/Analytics,USD 36639
PER-90622,38,Valencia,España,R|Swift|Go,React,GCP ACE,0.0,Posgrado,Ciberseguridad,$32350
PER-90623,25,Guadalajara,México,TypeScript,Angular,AWS CCP,2.0,Posgrado,Frontend,US$ 16.978
PER-90624,,Santiago,Chile,JavaScript|Scala,Spring|Laravel,GCP ACE ,5.0,Técnico,Ciberseguridad,"$18,504"
PER-90625,23,santiago,Chile,Go|R,.NET|Laravel,None,0.0,Posgrado,Backend,US$ 26.044
PER-90626,38,Buenos Aires,Argentina,PHP,Spark|Spring,AWS CCP|Cisco CCNA,0.0,Pregrado,Backend,22093
PER-90627,28,CDMX,México,Swift|PHP,Spark,Cisco CCNA,4.0,Técnico,IA,USD 15628
PER-90628,29,Arequipa ,Perú,Swift,React,GCP ACE|Scrum Master,3.0,Pregrado,Cloud,USD 21300
PER-90629,34,???,Perú,Go|PHP,Angular,Cisco CCNA,4.0,Pregrado,DevOps,"$13,052"
PER-90630,24,San Francisco,USA,javascript|c#,Flask|Node.js,GCP ACE ,2.0,Pregrado,DevOps,105769
PER-90631,24,Concepcion,Chile,Scala|TypeScript,Spring,Scrum Master ,2.0,Posgrado,DevOps,31786
PER-90632,23,Guadalajara,México,PHP|Swift,Angular|Spark,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,$29540
PER-90633,25,Cordoba,Argentina,C#|R|Java,Django|Angular,GCP ACE,2.0,Posgrado,Frontend,12677
PER-90634,25,Miami,USA,R,FastAPI,GCP ACE,2.0,Tecnólogo,Frontend,"$85,624"
PER-90635,32,Bucaramanga,Colombia,typescript,Node.js|Flask,None|Cisco CCNA,3.0,Pregrado,Ciberseguridad,17695
PER-90636,31,Sevilla,España,Python,Node.js,GCP ACE,3.0,Posgrado,IA,US$ 39.803
PER-90637,41,Monterrey,México,Python|TypeScript,Node.js|Django,None|Azure Fundamentals,2.0,Tecnólogo,Cloud,USD 13694
PER-90638,33,Madrid,España,Go,Vue,Azure Fundamentals,0.0,Técnico,DevOps,$37027
PER-90639,35,Arequipa,Perú,swift|java,Vue,GCP ACE|None,2.0,Técnico,Frontend,12550
PER-90640,18,Austin,USA,C#|Go,Laravel|Flask,Cisco CCNA,0.0,Autodidacta,Frontend,"$121,143"
PER-90641,33,Arequipa,Perú,PHP,Spark|FastAPI,None|AWS CCP ,2.0,Tecnólogo,Ciberseguridad,USD 12271
PER-90642,35,Valencia ,España,TypeScript,Laravel|Spring,Azure Fundamentals|GCP ACE,1.0,Autodidacta,Cloud,US$ 45.662
PER-90643,19,Arequipa,Perú,Python|TypeScript,Laravel,Scrum Master,4.0,Técnico,BI/Analytics,20890
PER-90644,28,Valencia ,España,Go|Swift,Laravel|Flask,AWS CCP,3.0,Posgrado,Frontend,US$ 25.531
PER-90645,27,Arequipa ,Perú,swift|typescript,.NET|Spark,Azure Fundamentals|Scrum Master,2.0,Tecnólogo,IA,US$ 23.479
PER-90646,29,Valencia,España,Python|TypeScript,Angular|Django,Cisco CCNA,0.0,Pregrado,IA,36563
PER-90647,37,Concepción,Chile,java|r|typescript,Laravel,Cisco CCNA,4.0,Pregrado,Frontend,$20687
PER-90648,27,Seattle,USA,PHP|Scala,FastAPI|Django,None,5.0,Posgrado,Frontend,US$ 90.013
PER-90649,22,Lima,Perú,typescript,.NET,None,0.0,Técnico,Data Science,US$ 20.836
PER-90650,25,Valencia,España,Swift,FastAPI|Laravel,GCP ACE|Cisco CCNA,4.0,Técnico,Cloud,$68203
PER-90651,24,CDMX,México,PHP|Kotlin|Scala,Laravel,Azure Fundamentals|GCP ACE,5.0,Autodidacta,Backend,US$ 24.506
PER-90652,35,Lima,Perú,php|javascript|kotlin,Angular,AWS CCP,0.0,Posgrado,IA,30789
PER-90653,28,CDMX,México,JavaScript|Swift,Flask|Angular,Cisco CCNA ,0.0,Autodidacta,Data Science,USD 37551
PER-90654,28,Buenos Aires,Argentina,Kotlin|R,Laravel|Node.js,None|Cisco CCNA,1.0,Técnico,Cloud,18120
PER-90655,37,Sevilla,España,JavaScript,FastAPI,GCP ACE,3.0,Técnico,Data Science,$42472
PER-90656,24,Valparaíso,Chile,Go|Java,Spring,AWS CCP|Azure Fundamentals ,1.0,Posgrado,BI/Analytics,US$ 32.702
PER-90657,34,Cusco,Perú,Go|JavaScript|R,FastAPI|Flask,Cisco CCNA|Scrum Master,5.0,Pregrado,BI/Analytics,$25234
PER-90658,31,Cusco,Perú,typescript|java|go,Laravel|Node.js,GCP ACE|AWS CCP ,0.0,Pregrado,Data Science,"$27,191"
PER-90659,31,Austin,USA,R|PHP,Django,Scrum Master,0.0,Pregrado,Frontend,"$85,024"
PER-90660,35,Rosario,Argentina,JavaScript|TypeScript|Swift,Laravel|FastAPI,AWS CCP|GCP ACE,5.0,Tecnólogo,IA,"$22,944"
PER-90661,31,San Francisco,USA,Java|R,Flask,AWS CCP,3.0,Pregrado,Ciberseguridad,65785
PER-90662,25,Cusco,Perú,JavaScript|Swift,Node.js|React,Cisco CCNA,3.0,Técnico,Ciberseguridad,US$ 14.137
PER-90663,26,Monterrey,México,Scala|PHP,.NET,None|GCP ACE,,Técnico,DevOps,US$ 11.926
PER-90664,35,New York,USA,Kotlin|Scala,Angular|React,AWS CCP|Scrum Master,3.0,Tecnólogo,Cloud,USD 133496
PER-90665,30,Concepción,Chile,Swift,Angular|FastAPI,Scrum Master,4.0,Pregrado,Cloud,$30307
PER-90666,24,San Francisco,USA,Go,Django,Cisco CCNA ,4.0,Técnico,DevOps,US$ 105.213
PER-90667,39,Barranquilla,Colombia,Go|PHP,Laravel,AWS CCP,1.0,Posgrado,Data Science,US$ 23.492
PER-90668,24,Austin,USA,Java|Python|C#,Spring|React,AWS CCP|Azure Fundamentals,4.0,Pregrado,DevOps,"$86,974"
PER-90669,32,Bogotá,Colombia,Java,Vue|Laravel,Scrum Master,2.0,Autodidacta,Frontend,"$14,074"
PER-90670,29,CALI,Colombia,Swift|JavaScript,Angular|Spark,GCP ACE|None,3.0,Pregrado,DevOps,$11690
PER-90671,28,Valencia,España,Python|Java|Scala,React|Spring,None,5.0,Técnico,BI/Analytics,$40366
PER-90672,39,Barcelona,España,Kotlin|Scala|Python,Django|Spring,GCP ACE,1.0,Tecnólogo,Frontend,USD 33155
