ID_Oferta,Empresa,Ciudad,País,Cargo,Lenguaje,Framework,Nivel_Seniority,Salario_Anual_USD,Modalidad,Fecha_Publicación
JOB-100458,BluePixel,Seattle,USA,Data Analyst,JavaScript,Django,Senior,"$76,664",Híbrido,2024-12-03
JOB-100459,Lambda Solutions,Seattle,USA,MLOps Engineer,Kotlin,Flask,Mid,US$ 90.576,Remoto,29-01-2024
JOB-100460,DataNova,puebla,México,Frontend Developer,PHP,Angular,Mid,US$ 18.842,Remoto,02/05/2022
JOB-100461,NeoTech,Bucaramanga,Colombia,Backend Developer,Python,.NET,Mid,$12008,Remoto,2025-02-02
JOB-100462,DevOpsLab,Rosario,Argentina,DevOps Engineer,C#,Django,Senior,$26550,Presencial,03/01/2023
JOB-100463,CodeWorks,Bogotá,Colombia,Data Analyst,Python,Spring,Junior,US$ 7.651,Remoto,06/08/2024
JOB-100464,SoftSmart,New York,USA,BI Developer,PHP,Spark,Junior,"$65,253",Híbrido,11-03-2024
JOB-100465,NeoTech,guadalajara,México,Cloud Architect,Python,Spark,Senior,USD 27940,Híbrido,2025-07-06
JOB-100466,CodeWorks,Córdoba,Argentina,Cloud Architect,Swift,Laravel,Junior,$18581,Presencial,21/03/2024
JOB-100467,DevOpsLab,Madrid,España,Cloud Architect,JavaScript,.NET,Junior,USD 30840,Híbrido,28/04/2024
JOB-100468,GreenBit,Monterrey,México,Fullstack Developer,Kotlin,Laravel,Senior,$22039,Híbrido,2023-03-09
JOB-100469,Lambda Solutions,Cusco,Perú,Fullstack Developer,Scala,Vue,Mid,$18258,Híbrido,19-06-2022
JOB-100470,CodeWorks,Córdoba,Argentina,ML Engineer,R,Flask,Senior,USD 26991,Presencial,2022-01-09
JOB-100471,DevOpsLab,Valparaíso,Chile,Data Analyst,R,Angular,Junior,US$ 21.636,Remoto,2024/07/08
JOB-100472,RocketSoft,Valencia,España,Data Engineer,Go,React,Junior,$30939,Remoto,06-11-2024
JOB-100473,Atlas Systems,Sevilla,España,Cloud Architect,Scala,Node.js,Mid,US$ 34.455,Presencial,2022/10/24
JOB-100474,DevOpsLab,Miami ,USA,Fullstack Developer,Scala,.NET,Junior,$78173,Remoto,2022-06-27
JOB-100475,CodeWorks,Madrid,España,Backend Developer,Kotlin,Laravel,Mid,31277,Presencial,15/01/2023
JOB-100476,CyberShield,san francisco,USA,MLOps Engineer,JavaScript,Vue,Mid,"$106,685",Híbrido,2023/04/04
JOB-100477,CodeWorks,Lima,Perú,Backend Developer,JavaScript,Laravel,Mid,$21192,Remoto,21-07-2022
JOB-100478,Lambda Solutions,Sevilla,España,MLOps Engineer,Python,.NET,Junior,USD 25026,Híbrido,2022-11-25
JOB-100479,QuantumWare,Córdoba,Argentina,ML Engineer,JavaScript,FastAPI,Mid,US$ 21.263,Presencial,2024/10/15
JOB-100480,CyberShield,Rosario,Argentina,Fullstack Developer,R,Flask,Junior,"$13,620",Híbrido,29/03/2025
JOB-100481,DataNova,Seattle,USA,Fullstack Developer,C#,FastAPI,Junior,USD 88217,Híbrido,22/07/2025
JOB-100482,IA Factory,Austin,USA,Fullstack Developer,C#,Laravel,Junior,USD 86306,Presencial,2025-04-16
JOB-100483,SoftSmart,concepción,Chile,Cybersecurity Analyst,Java,React,Senior,$33791,Presencial,2022/08/15
JOB-100484,SoftSmart,New York,USA,MLOps Engineer,TypeScript,Spark,Junior,USD 87342,Híbrido,2023-10-04
JOB-100485,Vertex AI,cartagena,Colombia,Data Engineer,TypeScript,Vue,Junior,$8979,Remoto,28/07/2022
JOB-100486,Atlas Systems,Córdoba,Argentina,BI Developer,Swift,Node.js,Senior,,Remoto,06-05-2025
JOB-100487,Atlas Systems,Cusco,Perú,Cybersecurity Analyst,JavaScript,.NET,Mid,US$ 16.464,Remoto,25-05-2024
JOB-100488,Vertex AI,miami,USA,Cybersecurity Analyst,JavaScript,Node.js,Mid,USD 92992,Remoto,2022-11-02
JOB-100489,CyberShield,Santiago,Chile,ML Engineer,Go,Vue,Senior,33302,Híbrido,2025-01-18
JOB-100490,NeoTech,Monterrey,México,DevOps Engineer,JavaScript,React,Junior,USD 14733,Híbrido,21-04-2025
JOB-100491,RocketSoft,Rosario,Argentina,Data Scientist,C#,Spark,Junior,US$ 14.523,Presencial,06/01/2023
JOB-100492,CloudForge,Barranquilla,Colombia,Fullstack Developer,Java,Node.js,Senior,18727,Presencial,04/07/2024
JOB-100493,IA Factory,Sevilla,España,Frontend Developer,R,Node.js,Junior,$35055,Híbrido,08/09/2022
JOB-100494,CodeWorks,Bogotá,Colombia,Frontend Developer,Swift,Django,Mid,"$11,107",Presencial,08/04/2024
JOB-100495,SoftSmart,Medellín,Colombia,DevOps Engineer,Go,Spark,Mid,US$ 9.431,Presencial,02-04-2023
JOB-100496,GreenBit,???,USA,Data Analyst,Swift,Spark,Mid,US$ 105.315,Presencial,08/11/2023
JOB-100497,GreenBit,bogotá,Colombia,Data Engineer,R,Flask,Junior,"$11,239",Híbrido,2025-07-11
JOB-100498,RocketSoft,Rosario,Argentina,Frontend Developer,C#,Flask,Senior,US$ 27.314,Remoto,21-04-2025
JOB-100499,CloudForge,Madrid,España,Cloud Architect,R,Spring,Senior,$42933,Presencial,2022-06-03
JOB-100500,NeoTech,AUSTIN,USA,Data Scientist,C#,Laravel,Senior,$138321,Híbrido,22/07/2023
JOB-100501,Orion Cloud,Concepción,Chile,ML Engineer,Python,Spring,Junior,24574,Presencial,2022/11/15
JOB-100502,CyberShield,MEDELLÍN,Colombia,DevOps Engineer,Java,Spark,Junior,$7000,Remoto,2023/09/19
JOB-100503,Orion Cloud,???,USA,MLOps Engineer,TypeScript,Vue,Junior,"$81,448",Híbrido,2022/09/16
JOB-100504,NeoTech,CDMX,México,BI Developer,Go,,Senior,"$24,014",Remoto,2024/12/25
JOB-100505,Orion Cloud,Sevilla,España,Fullstack Developer,Swift,FastAPI,Junior,USD 26498,Híbrido,2022/03/07
JOB-100506,SoftSmart,Seattle,USA,Data Engineer,Kotlin,Node.js,Senior,$142939,Presencial,01/09/2025
JOB-100507,GreenBit,New York,USA,MLOps Engineer,Scala,Angular,Senior,US$ 107.088,Híbrido,09-01-2024
JOB-100508,BluePixel,Bucaramanga,Colombia,Backend Developer,PHP,Node.js,Mid,US$ 12.534,Híbrido,2022/07/29
JOB-100509,RocketSoft,Arequipa,Perú,Data Scientist,JavaScript,Node.js,Mid,21545,Híbrido,12/11/2022
JOB-100510,Vertex AI,New York,USA,Frontend Developer,Python,Spark,Junior,US$ 78.014,Híbrido,18/05/2024
JOB-100511,Vertex AI,Rosario,Argentina,Cybersecurity Analyst,Java,Flask,Mid,US$ 17.371,Remoto,13-03-2024
JOB-100512,DataNova,San Francisco,USA,Data Engineer,PHP,Flask,Mid,"$69,644",Remoto,11/02/2022
JOB-100513,SoftSmart,Concepción,Chile,Data Engineer,C#,React,Mid,USD 20192,Remoto,2025/03/16
JOB-100514,CloudForge,Puebla,México,Cybersecurity Analyst,Kotlin,Flask,Junior,US$ 10.422,Híbrido,01/02/2022
JOB-100515,QuantumWare,???,USA,Backend Developer,Scala,.NET,Junior,"$94,235",Remoto,2024/11/30
JOB-100516,RocketSoft,Cordoba,Argentina,Cloud Architect,Python,Django,Senior,USD 26952,Remoto,12-05-2025
JOB-100517,QuantumWare,Buenos Aires,Argentina,ML Engineer,Java,Angular,Senior,US$ 23.610,Presencial,2022-01-05
JOB-100518,CloudForge,,Argentina,ML Engineer,PHP,Django,Mid,US$ 16.105,Presencial,25/01/2024
JOB-100519,RocketSoft,Guadalajara,México,Data Analyst,PHP,Angular,Senior,"$21,165",Híbrido,2025/05/17
JOB-100520,CloudForge,???,España,BI Developer,PHP,Flask,Mid,USD 36085,Remoto,25/11/2023
JOB-100521,Vertex AI,Barcelona,España,Backend Developer,R,Django,Junior,"$24,551",Híbrido,2024/04/11
JOB-100522,Orion Cloud,Buenos Aires,Argentina,ML Engineer,PHP,Django,Junior,USD 20023,Presencial,2024-04-02
JOB-100523,RocketSoft,Barcelona,España,Backend Developer,Swift,Spring,Junior,26991,Presencial,24/10/2024
JOB-100524,IA Factory,Concepción ,Chile,MLOps Engineer,Swift,Node.js,Mid,US$ 22.065,Presencial,2025-06-16
JOB-100525,BluePixel,Concepción,Chile,Frontend Developer,Scala,React,Senior,$36615,Presencial,17/10/2023
JOB-100526,Vertex AI,Lima,Perú,Cloud Architect,Kotlin,,Junior,USD 17533,Remoto,2025-06-07
JOB-100527,DevOpsLab,Bogotá,Colombia,Frontend Developer,Java,Spring,Senior,USD 20136,Híbrido,28-06-2022
JOB-100528,IA Factory,SANTIAGO,Chile,Backend Developer,PHP,Spark,Mid,23170,Remoto,2022-05-28
JOB-100529,CyberShield,Austin,USA,Data Scientist,JavaScript,Angular,Senior,USD 138095,Remoto,2024/06/20
JOB-100530,DataNova,Bucaramanga,Colombia,Data Scientist,Go,React,Mid,"$12,268",Híbrido,16-01-2025
JOB-100531,Orion Cloud,,España,Backend Developer,C#,Angular,Mid,US$ 41.020,Híbrido,04/04/2022
JOB-100532,Orion Cloud,???,Chile,Fullstack Developer,Kotlin,Vue,Mid,"$25,958",Presencial,02-01-2024
JOB-100533,Vertex AI,Santiago,Chile,Cloud Architect,Scala,.NET,Junior,$17168,Híbrido,03/11/2024
JOB-100534,SoftSmart,Lima,Perú,MLOps Engineer,C#,Node.js,Senior,"$20,436",Presencial,06-09-2022
JOB-100535,SoftSmart,San Francisco,USA,Fullstack Developer,R,Django,Mid,97503,Presencial,2022/12/15
JOB-100536,CyberShield,Cusco,Perú,MLOps Engineer,R,FastAPI,Mid,USD 14804,Remoto,26/07/2022
JOB-100537,DevOpsLab,córdoba,Argentina,Fullstack Developer,C#,Spark,Mid,US$ 24.089,Presencial,28/03/2025
JOB-100538,SoftSmart,lima,Perú,Cloud Architect,Scala,Vue,Mid,USD 18107,Híbrido,2022-03-20
JOB-100539,SoftSmart,Santiago,Chile,Frontend Developer,Scala,Laravel,Junior,$16921,Remoto,2024-09-09
JOB-100540,IA Factory,Concepción,Chile,Data Engineer,Go,Spring,Mid,"$23,793",Presencial,14/04/2022
JOB-100541,CloudForge,Buenos Aires,Argentina,Frontend Developer,Go,Flask,Mid,"$18,478",Híbrido,2023/04/03
JOB-100542,GreenBit,New York,USA,Data Analyst,C#,Django,Junior,"$74,503",Remoto,07/04/2023
JOB-100543,Lambda Solutions,Buenos Aires,Argentina,DevOps Engineer,R,Spark,Senior,31972,Presencial,14-11-2024
JOB-100544,RocketSoft,CDMX,México,Frontend Developer,JavaScript,.NET,Mid,US$ 14.100,Presencial,2023-05-17
JOB-100545,Vertex AI,Sevilla,España,DevOps Engineer,Python,Django,Mid,USD 27354,Híbrido,2022/09/26
JOB-100546,SoftSmart,Bucaramanga,Colombia,ML Engineer,Scala,.NET,Senior,"$17,651",Híbrido,28/10/2023
JOB-100547,DevOpsLab,Cali,Colombia,Data Scientist,Scala,Flask,Mid,$11680,Remoto,2022-07-07
JOB-100548,BluePixel,Rosario,Argentina,Data Scientist,PHP,Spring,Senior,"$28,685",Remoto,30-08-2022
JOB-100549,Orion Cloud,Buenos Aires,Argentina,DevOps Engineer,Java,.NET,Junior,$17066,Híbrido,2024/11/29
JOB-100550,CodeWorks,Puebla,México,MLOps Engineer,Kotlin,Angular,Junior,USD 14008,Híbrido,09/11/2022
JOB-100551,Atlas Systems,Buenos Aires ,Argentina,Backend Developer,Java,Vue,Junior,17919,Presencial,13-09-2023
JOB-100552,CloudForge,Concepción,Chile,Data Analyst,Java,.NET,Mid,US$ 21.651,Híbrido,17-09-2022
JOB-100553,DataNova,Bogotá,Colombia,ML Engineer,Swift,React,Senior,USD 16962,Remoto,17-08-2023
JOB-100554,NeoTech,Cartagena,Colombia,Fullstack Developer,Python,Laravel,Senior,$14706,Híbrido,2025-05-08
JOB-100555,CyberShield,Monterrey,México,DevOps Engineer,Java,Laravel,Senior,US$ 20.928,Remoto,22-03-2025
JOB-100556,Orion Cloud,Miami,USA,BI Developer,PHP,Angular,Senior,"$145,278",Híbrido,29/11/2023
JOB-100557,Lambda Solutions,Austin,USA,Cybersecurity Analyst,Swift,Angular,Senior,$144352,Híbrido,03/05/2025
JOB-100558,Orion Cloud,Concepcion,Chile,Frontend Developer,TypeScript,React,Junior,$14174,Remoto,2022/06/12
JOB-100559,IA Factory,???,Argentina,Fullstack Developer,Go,Laravel,Junior,US$ 13.307,Remoto,2023-09-08
JOB-100560,GreenBit,???,España,Data Scientist,C#,.NET,Mid,USD 39664,Presencial,2025/02/24
JOB-100561,QuantumWare,Monterrey,México,Cybersecurity Analyst,R,React,Mid,20889,Remoto,17/06/2022
JOB-100562,CloudForge,Arequipa,Perú,Data Engineer,Swift,Spring,Mid,16201,Híbrido,2023/11/12
JOB-100563,IA Factory,Medellín,Colombia,Cybersecurity Analyst,Scala,Spring,Junior,USD 9335,Híbrido,2023-11-21
JOB-100564,DevOpsLab,Arequipa,Perú,Data Engineer,Swift,React,Mid,$14183,Remoto,2024-03-19
JOB-100565,NeoTech,Cusco,Perú,DevOps Engineer,Kotlin,Django,Mid,"$24,779",Remoto,13-04-2023
JOB-100566,DataNova,Rosario,Argentina,BI Developer,Java,FastAPI,Senior,"$29,995",Remoto,2024/07/07
JOB-100567,CodeWorks,???,Perú,Fullstack Developer,TypeScript,Django,Junior,$16332,Presencial,20/09/2024
JOB-100568,DevOpsLab,???,Argentina,Cybersecurity Analyst,Kotlin,Angular,Mid,USD 21974,Presencial,2025/09/21
JOB-100569,SoftSmart,Cartagena,Colombia,Frontend Developer,TypeScript,Spark,Mid,13679,Remoto,2023/11/14
JOB-100570,Atlas Systems,Córdoba,Argentina,MLOps Engineer,Go,.NET,Senior,$30553,Remoto,23/06/2025
JOB-100571,NeoTech,Guadalajara ,México,Data Engineer,Scala,,Senior,$23932,Presencial,16/11/2023
JOB-100572,Orion Cloud,Lima,Perú,Cloud Architect,Python,Spark,Junior,US$ 16.007,Remoto,2024-07-15
JOB-100573,RocketSoft,Buenos Aires,Argentina,Data Engineer,R,Vue,Junior,"$16,189",Presencial,21/04/2024
JOB-100574,RocketSoft,Santiago,Chile,DevOps Engineer,R,Django,Senior,$41807,Remoto,2023/03/30
JOB-100575,DataNova,Sevilla,España,Data Analyst,Python,.NET,Mid,US$ 33.807,Presencial,2024/02/15
JOB-100576,QuantumWare,Barranquilla,Colombia,MLOps Engineer,Go,.NET,Senior,USD 15436,Remoto,2024-10-04
JOB-100577,CyberShield,,Colombia,Cloud Architect,R,Vue,Senior,18466,Híbrido,04-04-2022
JOB-100578,Atlas Systems,Miami,USA,MLOps Engineer,Python,FastAPI,Junior,"$90,587",Híbrido,2025-07-11
JOB-100579,NeoTech,Barranquilla,Colombia,BI Developer,R,Laravel,Senior,17165,Presencial,2024/09/05
JOB-100580,CodeWorks,Monterrey,México,Data Engineer,Go,Spark,Junior,$12860,Remoto,05/03/2022
JOB-100581,NeoTech,Valencia,España,Data Engineer,R,React,Senior,USD 52250,Remoto,22-05-2023
JOB-100582,QuantumWare,Cusco,Perú,Fullstack Developer,JavaScript,FastAPI,Junior,$13323,Híbrido,2022/02/08
JOB-100583,CodeWorks,Cusco,Perú,Data Analyst,JavaScript,Django,Mid,US$ 23.121,Híbrido,2023-11-06
JOB-100584,DevOpsLab,Barranquilla,Colombia,Frontend Developer,Swift,Django,Senior,$19064,Híbrido,05/09/2022
JOB-100585,DevOpsLab,arequipa,Perú,Frontend Developer,C#,Django,Junior,$17131,Híbrido,2025/07/21
JOB-100586,DevOpsLab,Barcelona,España,ML Engineer,PHP,Spark,Mid,US$ 39.718,Híbrido,31/05/2023
JOB-100587,Vertex AI,LIMA,Perú,ML Engineer,C#,Django,Senior,US$ 23.101,Remoto,2023/09/20
JOB-100588,BluePixel,Buenos Aires ,Argentina,MLOps Engineer,Kotlin,Vue,Junior,US$ 18.815,Remoto,28/11/2022
JOB-100589,DataNova,Guadalajara,México,Data Analyst,Scala,.NET,Junior,US$ 17.972,Híbrido,05-07-2025
JOB-100590,QuantumWare,Arequipa,Perú,Fullstack Developer,C#,React,Senior,$27399,Presencial,12/01/2024
JOB-100591,CloudForge,MADRID,España,Frontend Developer,R,Angular,Mid,$37861,Híbrido,02/08/2023
JOB-100592,RocketSoft,Barranquilla ,Colombia,Frontend Developer,R,Laravel,Junior,"$11,156",Híbrido,10-06-2023
JOB-100593,CyberShield,Valparaíso,Chile,Backend Developer,Swift,Spark,Junior,"$18,886",Híbrido,2024/02/23
JOB-100594,CyberShield,Barcelona,España,Cybersecurity Analyst,Scala,Flask,Mid,$42357,Híbrido,27-10-2023
JOB-100595,BluePixel,Guadalajara,México,BI Developer,Kotlin,Laravel,Senior,$22510,Híbrido,2022/02/21
JOB-100596,RocketSoft,,Argentina,Fullstack Developer,C#,.NET,Junior,"$13,671",Remoto,28/07/2025
JOB-100597,SoftSmart,Sevilla,España,DevOps Engineer,PHP,Laravel,Senior,US$ 57.720,Híbrido,09/08/2022
JOB-100598,CyberShield,Miami,USA,BI Developer,Kotlin,.NET,Senior,"$139,741",Remoto,07-07-2025
JOB-100599,QuantumWare,Rosario,Argentina,Fullstack Developer,Kotlin,FastAPI,Junior,"$20,570",Remoto,2022/04/26
JOB-100600,CloudForge,Rosario,Argentina,Backend Developer,C#,FastAPI,Mid,19159,Remoto,16/05/2022
JOB-100601,CloudForge,Austin,USA,DevOps Engineer,JavaScript,Vue,Senior,"$133,467",Híbrido,02-09-2025
JOB-100602,CodeWorks,Cusco,Perú,Data Analyst,Kotlin,Node.js,Junior,"$11,937",Híbrido,01/07/2024
JOB-100603,Orion Cloud,San Francisco,USA,ML Engineer,JavaScript,FastAPI,Senior,"$95,707",Presencial,14/05/2022
JOB-100604,Vertex AI,Madrid,España,MLOps Engineer,Go,Vue,Junior,US$ 22.279,Remoto,2025/06/22
JOB-100605,Orion Cloud,Austin,USA,Data Engineer,R,Spark,Senior,USD 142239,Híbrido,2023/03/03
JOB-100606,RocketSoft,Lima,Perú,BI Developer,PHP,.NET,Junior,11858,Presencial,21-01-2025
JOB-100607,Lambda Solutions,Concepción,Chile,Cloud Architect,C#,.NET,Senior,"$40,915",Remoto,19/08/2024
JOB-100608,DataNova,Barcelona,España,Data Engineer,Go,Angular,Senior,"$64,549",Presencial,02/07/2025
JOB-100609,RocketSoft,CÓRDOBA,Argentina,BI Developer,JavaScript,React,Mid,US$ 19.143,Híbrido,31/01/2023
JOB-100610,BluePixel,Cali,Colombia,Data Analyst,PHP,Laravel,Junior,$11988,Híbrido,08-08-2025
JOB-100611,BluePixel,new york,USA,Data Engineer,Scala,Vue,Mid,"$98,237",Híbrido,11-02-2023
JOB-100612,Lambda Solutions,Cartagena,Colombia,Data Scientist,Scala,Angular,Mid,US$ 14.024,Remoto,2023/03/11
JOB-100613,Vertex AI,Córdoba ,Argentina,Fullstack Developer,Java,Vue,Junior,USD 15458,Híbrido,2023/09/17
JOB-100614,CodeWorks,Santiago,Chile,Fullstack Developer,R,Laravel,Mid,28596,Remoto,2023/05/16
JOB-100615,CyberShield,???,México,Backend Developer,C#,React,Junior,"$12,362",Híbrido,19-12-2023
JOB-100616,CodeWorks,Rosario,Argentina,Backend Developer,Scala,Spark,Junior,US$ 17.494,Remoto,2023-12-05
JOB-100617,Vertex AI,Santiago,Chile,Data Analyst,Kotlin,Spring,Senior,$32589,Presencial,29/06/2025
JOB-100618,DevOpsLab,Buenos Aires,Argentina,Frontend Developer,C#,Laravel,Mid,US$ 19.608,Híbrido,2023/03/01
JOB-100619,RocketSoft,Santiago,Chile,Cloud Architect,C#,React,Senior,"$38,316",Presencial,2023-04-05
JOB-100620,DevOpsLab,Valencia,España,Data Analyst,C#,Vue,Senior,"$54,578",Híbrido,2022-08-02
JOB-100621,QuantumWare,Miami,USA,Cloud Architect,Kotlin,Angular,Mid,"$93,940",Híbrido,2022-12-30
JOB-100622,Vertex AI,Madrid,España,MLOps Engineer,TypeScript,.NET,Junior,US$ 33.718,Presencial,31/03/2022
JOB-100623,RocketSoft,New York,USA,Cloud Architect,TypeScript,Spark,Mid,US$ 106.445,Presencial,2022/03/26
JOB-100624,SoftSmart,Bucaramanga,Colombia,Data Engineer,C#,React,Junior,"$7,605",Remoto,23-09-2024
JOB-100625,DataNova,Barranquilla,Colombia,DevOps Engineer,R,Django,Senior,$18208,Híbrido,06-10-2022
JOB-100626,IA Factory,Valparaíso,Chile,ML Engineer,Swift,.NET,Junior,$22013,Remoto,25-08-2022
JOB-100627,Vertex AI,Santiago,Chile,BI Developer,Java,Vue,Senior,"$31,053",Remoto,2022-02-03
JOB-100628,Lambda Solutions,CDMX ,México,Backend Developer,Java,Django,Mid,$19041,Híbrido,06/09/2025
JOB-100629,BluePixel,Concepción,Chile,Data Engineer,Scala,React,Junior,USD 16027,Remoto,2022/03/28
JOB-100630,SoftSmart,Bogotá,Colombia,Fullstack Developer,Java,React,Mid,$14590,Presencial,01/12/2024
JOB-100631,CodeWorks,Rosario,Argentina,MLOps Engineer,Go,Laravel,Junior,15429,Remoto,07-11-2023
JOB-100632,CloudForge,Miami,USA,DevOps Engineer,C#,Vue,Senior,$131432,Híbrido,2024/01/31
JOB-100633,CloudForge,Barranquilla,Colombia,Cloud Architect,Python,Node.js,Senior,US$ 19.817,Presencial,2022/09/03
JOB-100634,DataNova,Valencia,España,ML Engineer,Python,Angular,Mid,"$37,186",Presencial,09-05-2023
JOB-100635,RocketSoft,Monterrey,México,Cloud Architect,R,Flask,Junior,$15693,Presencial,29/07/2024
JOB-100636,GreenBit,Arequipa,Perú,Data Engineer,C#,Flask,Senior,21240,Presencial,2022-09-24
JOB-100637,DataNova,Madrid,España,DevOps Engineer,R,React,Senior,US$ 48.653,Híbrido,2023/03/22
JOB-100638,IA Factory,Cali,Colombia,Data Engineer,Swift,Node.js,Senior,$13291,Remoto,28-05-2023
JOB-100639,IA Factory,Buenos Aires,Argentina,MLOps Engineer,Swift,Node.js,Junior,$15500,Remoto,19/09/2023
JOB-100640,Atlas Systems,ROSARIO,Argentina,Frontend Developer,TypeScript,Spark,Mid,$23093,Presencial,17/06/2024
JOB-100641,IA Factory,MONTERREY,México,BI Developer,C#,FastAPI,Junior,US$ 14.882,Híbrido,30-08-2024
JOB-100642,Vertex AI,Monterrey,México,Data Scientist,R,Spark,Mid,$20387,Híbrido,04/10/2022
JOB-100643,Vertex AI,???,Chile,Data Engineer,Kotlin,Vue,Senior,US$ 29.612,Híbrido,2025/10/27
JOB-100644,GreenBit,CDMX,México,ML Engineer,Java,Angular,Junior,$12492,Híbrido,10/05/2025
JOB-100645,Atlas Systems,Madrid,España,Fullstack Developer,Scala,Django,Senior,$49484,Remoto,2025/03/05
JOB-100646,CloudForge,Puebla,México,MLOps Engineer,TypeScript,.NET,Junior,"$15,636",Híbrido,2022/04/05
JOB-100647,CyberShield,New York,USA,DevOps Engineer,Scala,Node.js,Senior,140110,Híbrido,2023/07/16
JOB-100648,NeoTech,Miami ,USA,Data Scientist,Java,Laravel,Mid,94782,Híbrido,06/07/2023
JOB-100649,BluePixel,CDMX,México,ML Engineer,TypeScript,Flask,Senior,USD 27553,Presencial,02/09/2024
JOB-100650,GreenBit,NEW YORK,USA,BI Developer,Kotlin,Spring,Junior,$74274,Remoto,2022-02-22
JOB-100651,DevOpsLab,Barcelona,España,Frontend Developer,Go,Flask,Senior,"$53,028",Presencial,2022/11/15
JOB-100652,DevOpsLab,Guadalajara,México,Cloud Architect,JavaScript,FastAPI,Mid,USD 21523,Presencial,26/10/2023
JOB-100653,CloudForge,Cusco,Perú,Cybersecurity Analyst,PHP,Laravel,Mid,US$ 16.417,Presencial,2023-06-08
JOB-100654,Lambda Solutions,Bogotá ,Colombia,Fullstack Developer,R,Django,Senior,US$ 17.260,Híbrido,2023-10-12
JOB-100655,Atlas Systems,San Francisco,USA,Data Engineer,Java,Node.js,Mid,"$117,970",Híbrido,2025-08-29
JOB-100656,Lambda Solutions,New York,USA,Data Engineer,Swift,Flask,Senior,USD 135032,Presencial,2023/12/31
JOB-100657,DevOpsLab,Barcelona,España,Data Analyst,Go,Spark,Junior,USD 33621,Remoto,2022/03/24
JOB-100658,IA Factory,guadalajara,México,DevOps Engineer,Swift,Vue,Junior,$13089,Presencial,2024-06-24
JOB-100659,CodeWorks,Rosario,Argentina,Backend Developer,Python,,Junior,$20695,Remoto,16-12-2024
JOB-100660,Atlas Systems,Miami,USA,Data Scientist,C#,Spark,Mid,$62942,Remoto,16-01-2024
JOB-100661,Orion Cloud,Valparaíso,Chile,ML Engineer,TypeScript,Laravel,Senior,US$ 29.044,Presencial,29/09/2024
JOB-100662,RocketSoft,Bucaramanga,Colombia,Data Engineer,R,Node.js,Senior,USD 14144,Híbrido,2022-06-06
JOB-100663,Lambda Solutions,Madrid,España,Backend Developer,Go,Spark,Mid,USD 47232,Presencial,2023/09/24
JOB-100664,SoftSmart,Valparaíso,Chile,DevOps Engineer,Java,.NET,Junior,"$21,057",Presencial,04/03/2023
JOB-100665,NeoTech,New York ,USA,Fullstack Developer,Python,.NET,Mid,USD 91261,Híbrido,11-10-2025
JOB-100666,BluePixel,Puebla,México,Data Engineer,TypeScript,Spark,Senior,USD 20354,Híbrido,2022-03-24
JOB-100667,Lambda Solutions,Cusco,Perú,ML Engineer,Scala,Vue,Junior,"$15,186",Remoto,2023/04/19
JOB-100668,CyberShield,Seattle,USA,Fullstack Developer,Python,Laravel,Mid,$96624,Híbrido,2023/11/08
JOB-100669,DevOpsLab,Rosario,Argentina,ML Engineer,Python,Laravel,Junior,US$ 14.336,Remoto,2024-10-24
JOB-100670,SoftSmart,Miami,USA,DevOps Engineer,Swift,Angular,Mid,US$ 73.745,Híbrido,2025/02/22
JOB-100671,QuantumWare,Buenos Aires,Argentina,BI Developer,Go,Django,Mid,USD 16691,Remoto,2024-01-23
JOB-100672,NeoTech,Cartagena,Colombia,Cybersecurity Analyst,Swift,Spark,Mid,US$ 12.384,Presencial,2023/06/06
JOB-100673,CloudForge,Monterrey,México,Data Engineer,Kotlin,FastAPI,Junior,USD 15071,Presencial,2024/08/29
JOB-100674,SoftSmart,Cusco ,Perú,Data Analyst,Python,Vue,Senior,USD 25476,Híbrido,15-01-2023
JOB-100675,BluePixel,Bucaramanga,Colombia,DevOps Engineer,C#,Django,Senior,16418,Híbrido,26/06/2024
JOB-100676,DataNova,Barranquilla,Colombia,BI Developer,PHP,Node.js,Junior,"$7,053",Presencial,05-08-2022
JOB-100677,CloudForge,CDMX,México,MLOps Engineer,C#,Flask,Junior,$14505,Híbrido,2024/06/09
JOB-100678,IA Factory,Córdoba,Argentina,DevOps Engineer,Kotlin,Spring,Mid,USD 16902,Presencial,2025-07-08
JOB-100679,RocketSoft,Arequipa,Perú,Data Analyst,Java,React,Senior,USD 25357,Presencial,16-10-2025
JOB-100680,RocketSoft,Arequipa,Perú,DevOps Engineer,Scala,,Senior,$26957,Híbrido,2025-01-31
JOB-100681,IA Factory,???,España,Fullstack Developer,PHP,React,Senior,USD 47807,Híbrido,28-10-2024
JOB-100682,DevOpsLab,Bogotá,Colombia,Backend Developer,C#,Node.js,Mid,US$ 10.158,Remoto,04-08-2024
JOB-100683,CloudForge,CDMX,México,BI Developer,Python,Vue,Mid,"$20,682",Remoto,06-12-2023
JOB-100684,SoftSmart,Valparaíso,Chile,Fullstack Developer,Scala,Laravel,Junior,US$ 21.055,Remoto,2023-10-19
JOB-100685,BluePixel,Arequipa,Perú,Data Scientist,TypeScript,Flask,Junior,$13024,Presencial,2024/06/16
JOB-100686,DataNova,???,Chile,MLOps Engineer,TypeScript,FastAPI,Junior,"$10,999",Presencial,15-07-2025
